domain,model,temperature,top_p,batch_size,isl,osl,method,job_id,tok_s_gpu,baseline_tok_s_gpu,speedup,acceptance_pct,mean_accept_len,source
SWE,Qwen3-32B,1.0,,4,4096,32768,eagle3_k3,2159152,54.5395050198278,32.9131866314243,1.6570715449276943,57.7686030832534,2.7330580924976022,docs/lyris_swebench_qwen32_osl32k_temp01_bsweep_20260619_metrics_live.csv
SWE,Qwen3-32B,1.0,,8,4096,32768,baseline,2159160,65.65544142164273,65.65544142164273,1.0,,,docs/lyris_swebench_qwen32_osl32k_temp01_bsweep_20260619_metrics_live.csv
SWE,Qwen3-32B,1.0,,8,4096,32768,suffix_k32,2159162,64.08214635229331,65.65544142164273,0.9760370955509134,61.331211984312496,3.6492356859029655,docs/lyris_swebench_qwen32_osl32k_temp01_bsweep_20260619_metrics_live.csv
SWE,Qwen3-32B,1.0,,8,4096,32768,eagle3_k3,2159165,79.1348406287957,65.65544142164273,1.2053051341257086,50.379368485591655,2.5113810545677495,docs/lyris_swebench_qwen32_osl32k_temp01_bsweep_20260619_metrics_live.csv
SWE,Qwen3-32B,1.0,,16,4096,32768,baseline,2159169,129.05817632757788,129.05817632757788,1.0,,,docs/lyris_swebench_qwen32_osl32k_temp01_bsweep_20260619_metrics_live.csv
SWE,Qwen3-32B,1.0,,16,4096,32768,suffix_k32,2159170,151.17105214236145,129.05817632757788,1.1713403710173018,58.010469572804034,3.537817187957933,docs/lyris_swebench_qwen32_osl32k_temp01_bsweep_20260619_metrics_live.csv
SWE,Qwen3-32B,1.0,,16,4096,32768,eagle3_k3,2159171,185.41875337220006,129.05817632757788,1.4367067523220436,52.97603761284842,2.5892811283854527,docs/lyris_swebench_qwen32_osl32k_temp01_bsweep_20260619_metrics_live.csv
SWE,Qwen3-32B,1.0,,32,4096,32768,baseline,2159176,238.25135515661208,238.25135515661208,1.0,,,docs/lyris_swebench_qwen32_osl32k_temp01_bsweep_20260619_metrics_live.csv
SWE,Qwen3-32B,1.0,,32,4096,32768,suffix_k32,2159177,299.1437918228769,238.25135515661208,1.2555806518969759,64.37071653587488,4.3527361086176874,docs/lyris_swebench_qwen32_osl32k_temp01_bsweep_20260619_metrics_live.csv
SWE,Qwen3-32B,1.0,,32,4096,32768,eagle3_k3,2159178,301.4446154972268,238.25135515661208,1.265237779231414,51.64230219721889,2.549269065916567,docs/lyris_swebench_qwen32_osl32k_temp01_bsweep_20260619_metrics_live.csv
