job_id,label,step,max_steps,status,loss,draft_training_enabled,draft_refit_this_step,draft_loss,generation_kl_error,avg_reward,total_step_time_s,generation_time_s,policy_training_time_s,policy_and_reference_logprobs_time_s,prepare_for_generation_total_s,e2e_tokens_per_sec_per_gpu,generation_worker_tokens_per_sec_per_gpu,policy_training_tokens_per_sec_per_gpu,policy_logprobs_tokens_per_sec_per_gpu,mean_generation_length,vllm_acceptance_rate_pct_mean_visible,vllm_acceptance_rate_pct_mean_weighted,vllm_acceptance_rate_pct_latest_visible,vllm_acceptance_length_mean_visible,vllm_acceptance_length_mean_weighted,vllm_acceptance_length_latest_visible,vllm_accepted_throughput_mean_visible,vllm_drafted_throughput_mean_visible,vllm_accepted_tokens_sum_weighted,vllm_drafted_tokens_sum_weighted,vllm_specdec_metric_visible_count,vllm_specdec_metric_weighted_count,error_count,latest_error,log_path,vllm_acceptance_rate_pos1_weighted,vllm_acceptance_rate_pos2_weighted,vllm_acceptance_rate_pos3_weighted,vllm_acceptance_rate_pos4_weighted,vllm_acceptance_rate_pos5_weighted,vllm_acceptance_rate_pos6_weighted,vllm_acceptance_rate_pos7_weighted,vllm_acceptance_rate_pos8_weighted,vllm_acceptance_rate_pos9_weighted
2121199,,1,1,incomplete_step,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17,plete.<locals>.done_cb()]> got Future <Task pending name='Task-544' coro=<_wait_for_close() running at /opt/ray_venvs/nemo_rl.environments.nemo_gym.NemoGym/lib/python3.13/site-packages/aiohttp/connector.py:136>> attached to a different loop,tmp/lyris_swerl_fullgrpo_logs_r7_r8_r9_r10_r11_r12_r13_r14_r15_fusemount/20260614_lyris_swerl_qwen235b_fullgrpo_stagedsif_smoke_r8_fusemount_specdec/pard_steps1_2121199/2121199-logs/ray-driver.log,,,,,,,,,
2121104,,1,1,incomplete_step,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,plete.<locals>.done_cb()]> got Future <Task pending name='Task-544' coro=<_wait_for_close() running at /opt/ray_venvs/nemo_rl.environments.nemo_gym.NemoGym/lib/python3.13/site-packages/aiohttp/connector.py:136>> attached to a different loop,tmp/lyris_swerl_fullgrpo_logs_r7_r8_r9_r10_r11_r12_r13_r14_r15_fusemount/20260614_lyris_swerl_qwen235b_fullgrpo_stagedsif_smoke_r7_fusemount/baseline_steps1_2121104/2121104-logs/ray-driver.log,,,,,,,,,
