domain,model,temperature,top_p,batch_size,isl,osl,method,job_id,tok_s_gpu,baseline_tok_s_gpu,speedup,acceptance_pct,mean_accept_len,total_gpus,basis,source,source_label
SWE,Qwen3-235B-A22B,1.0,,1,4096,32768,baseline,2138634,2.1345933246551825,2.1345933246551825,1.0,,,4,matched 6/16 Lyris SWE core matrix,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-235B-A22B,1.0,,1,4096,32768,suffix_k32,2138640,6.095960556651891,2.1345933246551825,2.8557948187327993,55.12089590226521,3.118044009779951,4,matched 6/16 Lyris SWE core matrix; B1 duplicates resolved by explicit speedup/direct row,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-235B-A22B,1.0,,1,4096,32768,eagle3_k3,2138636,3.4370260426023003,2.1345933246551825,1.6101549662428134,25.059253319076895,1.7517775995723068,4,matched 6/16 Lyris SWE core matrix; B1 duplicates resolved by explicit speedup/direct row,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-235B-A22B,1.0,,2,4096,32768,baseline,2136601,4.1208614649423545,4.1208614649423545,1.0,,,4,matched 6/16 Lyris SWE core matrix,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-235B-A22B,1.0,,2,4096,32768,suffix_k32,2133936,7.798360299837465,4.1208614649423545,1.8924102074726148,50.560862297978346,2.659698752451287,4,matched 6/16 Lyris SWE core matrix; B1 duplicates resolved by explicit speedup/direct row,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-235B-A22B,1.0,,2,4096,32768,eagle3_k3,2136603,6.140425077015267,4.1208614649423545,1.49008286962667,23.05729798566475,1.6917189395699426,4,matched 6/16 Lyris SWE core matrix; B1 duplicates resolved by explicit speedup/direct row,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-30B-A3B,1.0,,1,4096,32768,baseline,2133941,19.578920110499304,19.578920110499304,1.0,,,1,matched 6/16 Lyris SWE core matrix,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-30B-A3B,1.0,,1,4096,32768,suffix_k32,2133942,168.52857801824283,19.578920110499304,8.607654409288306,91.15116052272285,9.456967064784655,1,matched 6/16 Lyris SWE core matrix; B1 duplicates resolved by explicit speedup/direct row,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-30B-A3B,1.0,,1,4096,32768,eagle3_k3,2133943,21.400454284469266,19.578920110499304,1.0930354771197597,11.211710287965143,1.3363513086389542,1,matched 6/16 Lyris SWE core matrix; B1 duplicates resolved by explicit speedup/direct row,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-30B-A3B,1.0,,2,4096,32768,baseline,2133941,38.78373191565313,38.78373191565313,1.0,,,1,matched 6/16 Lyris SWE core matrix,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-30B-A3B,1.0,,2,4096,32768,suffix_k32,2133942,306.9117083096725,38.78373191565313,7.913413515160022,90.41591460155396,9.290148448043185,1,matched 6/16 Lyris SWE core matrix; B1 duplicates resolved by explicit speedup/direct row,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-30B-A3B,1.0,,2,4096,32768,eagle3_k3,2133943,40.29682475333975,38.78373191565313,1.0390135957255815,10.766124962147975,1.3229837488644394,1,matched 6/16 Lyris SWE core matrix; B1 duplicates resolved by explicit speedup/direct row,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-32B,1.0,,1,4096,32768,baseline,2133938,8.357309200106233,8.357309200106233,1.0,,,2,matched 6/16 Lyris SWE core matrix,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-32B,1.0,,1,4096,32768,suffix_k32,2133939,16.160134643093816,8.357309200106233,1.933652836835138,42.12352693238179,2.3677352830896137,2,matched 6/16 Lyris SWE core matrix; B1 duplicates resolved by explicit speedup/direct row,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-32B,1.0,,1,4096,32768,eagle3_k3,2133940,15.930813579168936,8.357309200106233,1.9062132556931641,49.257718966603655,2.4777315689981094,2,matched 6/16 Lyris SWE core matrix; B1 duplicates resolved by explicit speedup/direct row,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-32B,1.0,,2,4096,32768,baseline,2133938,16.396119029169874,16.396119029169874,1.0,,,2,matched 6/16 Lyris SWE core matrix,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-32B,1.0,,2,4096,32768,suffix_k32,2133939,39.59719572537346,16.396119029169874,2.415034658807197,62.33081798589964,4.057471622801547,2,matched 6/16 Lyris SWE core matrix; B1 duplicates resolved by explicit speedup/direct row,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
SWE,Qwen3-32B,1.0,,2,4096,32768,eagle3_k3,2133940,29.725902224223283,16.396119029169874,1.812984046489219,48.80404063191272,2.4641212189573816,2,matched 6/16 Lyris SWE core matrix; B1 duplicates resolved by explicit speedup/direct row,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,6/16 Lyris SWE batch 1/2 core matrix
