source_group,source_file,domain,temperature,model,method,batch_size,isl,osl,tp,total_gpus,output_tok_s_per_gpu,speedup_vs_baseline,acceptance_rate_pct,mean_acceptance_length,label,dataset,job_id,tok_s_per_gpu,acceptance_pct,mean_accept_len
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,0.0,Qwen3-8B,baseline,16,4096,32768,,4,547.5669628137571,1.0,,,qwen8_math500_osl32k_baseline_t00_offset0_n16_isl4096_osl32768_bs16_k0_20260617_qmath_osl32k_bsweep,MATH-500,3366005,547.5669628137571,,
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,0.0,Qwen3-8B,eagle3_k3,16,4096,32768,,4,835.8805458166606,1.526535752853605,71.14682162478852,3.1344046487436557,qwen8_math500_osl32k_eagle3_t00_offset0_n16_isl4096_osl32768_bs16_k3_20260617_qmath_osl32k_bsweep,MATH-500,3366012,835.8805458166606,71.14682162478852,3.1344046487436557
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,0.0,Qwen3-8B,pard2_k5,16,4096,32768,,4,230.51964611143825,0.4209889598285433,0.1237505949547834,1.0061875297477392,qwen8_math500_osl32k_pard2_t00_offset0_n16_isl4096_osl32768_bs16_k5_20260617_qmath_osl32k_bsweep,MATH-500,3366009,230.51964611143825,0.1237505949547834,1.0061875297477392
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,0.0,Qwen3-8B,pard_k5,16,4096,32768,,4,536.7927665246516,0.9803235092311988,48.95823331733077,3.4479116658665387,qwen8_math500_osl32k_pard_t00_offset0_n16_isl4096_osl32768_bs16_k5_20260617_qmath_osl32k_bsweep,MATH-500,3366008,536.7927665246516,48.95823331733077,3.4479116658665387
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,0.0,Qwen3-8B,suffix_k32,16,4096,32768,,4,1617.765072577398,2.95446070059498,83.65840503496707,8.07479775021188,qwen8_math500_osl32k_suffix_t00_offset0_n16_isl4096_osl32768_bs16_k32_20260617_qmath_osl32k_bsweep,MATH-500,3366006,1617.765072577398,83.65840503496707,8.07479775021188
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,0.0,Qwen3-8B,baseline,32,4096,32768,,4,716.6501930212718,1.0,,,qwen8_math500_osl32k_baseline_t00_offset0_n32_isl4096_osl32768_bs32_k0_20260617_qmath_osl32k_bsweep,MATH-500,3366013,716.6501930212718,,
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,0.0,Qwen3-8B,eagle3_k3,32,4096,32768,,4,1305.1039471410022,1.8211171361566407,70.9287619093073,3.127862857279219,qwen8_math500_osl32k_eagle3_t00_offset0_n32_isl4096_osl32768_bs32_k3_20260617_qmath_osl32k_bsweep,MATH-500,3366018,1305.1039471410022,70.9287619093073,3.127862857279219
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,0.0,Qwen3-8B,pard2_k5,32,4096,32768,,4,243.43003678693097,0.3396776267660971,0.1873516911421406,1.009367584557107,qwen8_math500_osl32k_pard2_t00_offset0_n32_isl4096_osl32768_bs32_k5_20260617_qmath_osl32k_bsweep,MATH-500,3366017,243.43003678693097,0.1873516911421406,1.009367584557107
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,0.0,Qwen3-8B,pard_k5,32,4096,32768,,4,618.793255259663,0.8634522969301648,43.57815465399004,3.178907732699502,qwen8_math500_osl32k_pard_t00_offset0_n32_isl4096_osl32768_bs32_k5_20260617_qmath_osl32k_bsweep,MATH-500,3366016,618.793255259663,43.57815465399004,3.178907732699502
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,0.0,Qwen3-8B,suffix_k32,32,4096,32768,,4,1728.349093640429,2.4117053347240605,81.54389340723841,7.50724077177603,qwen8_math500_osl32k_suffix_t00_offset0_n32_isl4096_osl32768_bs32_k32_20260617_qmath_osl32k_bsweep,MATH-500,3366014,1728.349093640429,81.54389340723841,7.50724077177603
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,1.0,Qwen3-235B-A22B,baseline,4,4096,32768,,4,7.72670699575062,1.0,,,qwen235b_math500_osl32k_baseline_t10_offset0_n4_isl4096_osl32768_bs4_k0_20260617_qmath_osl32k_bsweep,MATH-500,3366019,7.72670699575062,,
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,1.0,Qwen3-235B-A22B,eagle3_k3,4,4096,32768,,4,13.739721021152151,1.74866695754019,46.37258121404507,2.3911774364213523,qwen235b_math500_osl32k_eagle3_t10_offset0_n4_isl4096_osl32768_bs4_k3_20260617_qmath_osl32k_bsweep,MATH-500,3366023,13.739721021152151,46.37258121404507,2.3911774364213523
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,1.0,Qwen3-235B-A22B,pard2_k1,4,4096,32768,,4,6.38883497622703,0.8131129156775587,1.1936196167446458,1.0119361961674465,qwen235b_math500_osl32k_pard2_t10_offset0_n4_isl4096_osl32768_bs4_k1_20260617_qmath_osl32k_bsweep,MATH-500,3366022,6.38883497622703,1.1936196167446458,1.0119361961674465
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,1.0,Qwen3-235B-A22B,pard_k5,4,4096,32768,,4,7.258329105930864,0.9237742349319696,17.861259153342864,1.8930629576671432,qwen235b_math500_osl32k_pard_t10_offset0_n4_isl4096_osl32768_bs4_k5_20260617_qmath_osl32k_bsweep,MATH-500,3366021,7.258329105930864,17.861259153342864,1.8930629576671432
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,1.0,Qwen3-235B-A22B,suffix_k32,4,4096,32768,,4,35.38662664684818,4.50368858733681,74.29014254930085,6.164256686513562,qwen235b_math500_osl32k_suffix_t10_offset0_n4_isl4096_osl32768_bs4_k32_20260617_qmath_osl32k_bsweep,MATH-500,3366020,35.38662664684818,74.29014254930085,6.164256686513562
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,1.0,Qwen3-235B-A22B,baseline,8,4096,32768,,4,14.719009309432536,1.0,,,qwen235b_math500_osl32k_baseline_t10_offset0_n8_isl4096_osl32768_bs8_k0_20260617_qmath_osl32k_bsweep,MATH-500,3366026,14.719009309432536,,
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,1.0,Qwen3-235B-A22B,eagle3_k3,8,4096,32768,,4,25.202250629209782,1.623842738277912,50.19468394924835,2.5058405184774504,qwen235b_math500_osl32k_eagle3_t10_offset0_n8_isl4096_osl32768_bs8_k3_20260617_qmath_osl32k_bsweep,MATH-500,3366035,25.202250629209782,50.19468394924835,2.5058405184774504
oci_qmath_bsweep_20260617,docs/qmath_vllm_standalone_batch_sweep_status_20260617.csv,Math,1.0,Qwen3-235B-A22B,pard2_k1,8,4096,32768,,4,12.438156548480444,0.801420892362863,1.5129981528023575,1.0151299815280237,qwen235b_math500_osl32k_pard2_t10_offset0_n8_isl4096_osl32768_bs8_k1_20260617_qmath_osl32k_bsweep,MATH-500,3366034,12.438156548480444,1.5129981528023575,1.0151299815280237
