job_id,label,model,mode,method,nodes_x_gpus,temperature,top_p,isl,max_osl,osl_group,completed_last_step,slurm_state,metric_state,e2e_step_time_s,e2e_step_time_speedup,e2e_step_time_reduction_pct,e2e_throughput_tok_s_gpu,e2e_throughput_speedup,generation_time_s,generation_time_speedup,generation_throughput_tok_s_gpu,generation_throughput_speedup,acceptance_pct,mean_accept_len,notes,source_log
2152343,qwen32_sync_baseline_fuselossfalse,Qwen3-32B,sync,baseline fuse_loss=false,4x4,1.0,1.0,performance recipe default,4096,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",19/20 last 20,COMPLETED,partial_usable,544.0821052631578,0.9853253572409739,-1.4893195076311463,774.1194736842106,0.9862459172595902,331.1589473684211,1.0019977686021342,1272.8657894736843,1.002566479317684,,,live partial; qwen32 fuse_loss=false retry using ++policy.sequence_packing.fuse_loss=false; recipe OSL unchanged,tmp/lyris_nemorl_perfcfg_step20_20260618_logs/20260618_lyris_nemorl_fuse_loss_false_qwen32_baseline_step20_retry_addkey/logs/qwen32_sync_baseline/2152343-logs/ray-driver.log
2152144,qwen32_async_baseline,Qwen3-32B,async-1off,baseline,8x4,1.0,1.0,performance recipe default,4096,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",19/20 last 20,COMPLETED,partial_usable_with_errors,227.4515789473684,1.0,0.0,938.1736842105263,1.0,,,1910.517894736842,1.0,,,usable metrics; driver ended with NCCL shutdown warning; async log omits generation_time_s; using generation worker tok/s/GPU,tmp/lyris_nemorl_perfcfg_step20_20260618_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_qwen30_qwen32_recipe_osl_bestk_step20/logs/qwen32_async1off_baseline/2152144-logs/ray-driver.log
2152196,qwen32_async_eagle3,Qwen3-32B,async-1off,Eagle-3,8x4,1.0,1.0,performance recipe default,4096,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",19/20 last 20,COMPLETED,partial_usable_with_errors,189.0457894736842,1.2031560162255315,16.885259557846894,1114.5952631578948,1.1880478869920843,,,2281.865263157895,1.1943700027327946,,,usable metrics; driver ended with NCCL shutdown warning; async log omits generation_time_s; using generation worker tok/s/GPU; patched Eagle-3 retry with SpecDec context guard; recipe OSL unchanged,tmp/lyris_nemorl_perfcfg_step20_20260618_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_qwen30_qwen32_recipe_osl_eagle3_contextguard_retry/logs/qwen32_async1off_eagle3/2152196-logs/ray-driver.log
2152146,qwen32_async_suffix,Qwen3-32B,async-1off,Suffix,8x4,1.0,1.0,performance recipe default,4096,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",19/20 last 20,COMPLETED,partial_usable_with_errors,494.8905263157895,0.4595997838969171,-117.58060709277626,431.7052631578947,0.46015494830381537,,,873.3168421052632,0.45711000379065037,,,usable metrics; driver ended with NCCL shutdown warning; async log omits generation_time_s; using generation worker tok/s/GPU,tmp/lyris_nemorl_perfcfg_step20_20260618_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_qwen30_qwen32_recipe_osl_bestk_step20/logs/qwen32_async1off_suffix/2152146-logs/ray-driver.log
2152147,qwen32_async_pard_k5,Qwen3-32B,async-1off,PARD K=5,8x4,1.0,1.0,performance recipe default,4096,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",19/20 last 20,COMPLETED,partial_usable_with_errors,244.6405263157895,0.929737939877414,-7.557189731533388,881.4342105263158,0.9395213544793076,,,1794.2421052631578,0.9391391256820967,,,usable metrics; driver ended with NCCL shutdown warning; async log omits generation_time_s; using generation worker tok/s/GPU,tmp/lyris_nemorl_perfcfg_step20_20260618_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_qwen30_qwen32_recipe_osl_bestk_step20/logs/qwen32_async1off_pard/2152147-logs/ray-driver.log
2152218,qwen32_async_pard2,Qwen3-32B,async-1off,PARD-2,8x4,1.0,1.0,performance recipe default,4096,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",19/20 last 20,COMPLETED,partial_usable_with_errors,339.2626315789474,0.6704292125802243,-49.158178258877555,659.9973684210527,0.7034916663394165,,,1344.173157894737,0.7035648091010871,,,usable metrics; driver ended with NCCL shutdown warning; async log omits generation_time_s; using generation worker tok/s/GPU; PARD-2 retry using shared patched vLLM source site cache; recipe OSL unchanged,tmp/lyris_nemorl_perfcfg_step20_20260618_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_qwen30_qwen32_recipe_osl_pard2_step20_retry_globalcache/logs/qwen32_async1off_pard2/2152218-logs/ray-driver.log
2152323,qwen32_async_baseline_fuselossfalse,Qwen3-32B,async-1off,baseline fuse_loss=false,8x4,1.0,1.0,performance recipe default,4096,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,FAILED,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step; paired baseline rerun with policy.sequence_packing.fuse_loss=false; compare against the recipe-default fuse_loss=true baseline with the same model/mode/OSL; superseded: qwen32 fuse_loss=false override failed because policy.sequence_packing.fuse_loss was not in the Hydra struct,
2152344,qwen32_async_baseline_fuselossfalse,Qwen3-32B,async-1off,baseline fuse_loss=false,8x4,1.0,1.0,performance recipe default,4096,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",19/20 last 20,COMPLETED,partial_usable_with_errors,238.57263157894738,0.9533850443867915,-4.889415445276972,912.5578947368421,0.9726961117063948,,,1864.5284210526315,0.9759282685543518,,,usable metrics; driver ended with NCCL shutdown warning; async log omits generation_time_s; using generation worker tok/s/GPU; qwen32 fuse_loss=false retry using ++policy.sequence_packing.fuse_loss=false; recipe OSL unchanged,tmp/lyris_nemorl_perfcfg_step20_20260618_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_fuse_loss_false_qwen32_baseline_step20_retry_addkey/logs/qwen32_async1off_baseline/2152344-logs/ray-driver.log
2152151,qwen235b_sync_baseline,Qwen3-235B-A22B,sync,baseline,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,FAILED,waiting metrics,,,,,,,,,,,,"waiting for first parsed NeMo-RL step; failed during Step 1 policy training with 3600s NCCL watchdog timeouts across EP alltoall, CP send/recv, and PP groups; no usable baseline step",
2152567,qwen235b_sync_baseline,Qwen3-235B-A22B,sync,baseline,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/3,FAILED,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step; qwen235B alltoall flex-none smoke with --network=sharp and CUDA_DEVICE_MAX_CONNECTIONS=1,
2152568,qwen235b_sync_baseline,Qwen3-235B-A22B,sync,baseline,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/3,FAILED,waiting metrics,,,,,,,,,,,,"waiting for first parsed NeMo-RL step; afternotok fallback for 2152567 using alltoall flex-none, --network=sharp, CUDA_DEVICE_MAX_CONNECTIONS=1, and fuse_loss=false",
2152603,qwen235b_sync_baseline,Qwen3-235B-A22B,sync,baseline,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/3,FAILED,waiting metrics,,,,,,,,,,,,"waiting for first parsed NeMo-RL step; qwen235B no-SHARP alltoall flex-none smoke with CUDA_DEVICE_MAX_CONNECTIONS=1, NCCL_COLLNET_ENABLE=0, and fuse_loss=false",
2152615,qwen235b_sync_baseline,Qwen3-235B-A22B,sync,baseline,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/3,FAILED,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step; qwen235B corrected no-SHARP alltoall flex-none smoke with quoted CUDA_DEVICE_MAX_CONNECTIONS env override and fuse_loss=false,
2152682,qwen235b_sync_baseline,Qwen3-235B-A22B,sync,baseline,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/3,CANCELLED by 2001147693,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step; qwen235B OSL8192 no-SHARP alltoall flex-none smoke with quoted CUDA_DEVICE_MAX_CONNECTIONS env override and fuse_loss=true; cancelled after ~1h20 in Step 1 policy training with no Total step time,
2154472,qwen235b_sync_baseline,Qwen3-235B-A22B,sync,baseline,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,PENDING,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step,
2154866,qwen235b_sync_baseline,Qwen3-235B-A22B,sync,baseline,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,PENDING,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step,
2152152,qwen235b_sync_eagle3,Qwen3-235B-A22B,sync,Eagle-3,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,CANCELLED by 2001147693,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step; cancelled after matched alltoall qwen235B baseline failed before usable Step 1; will rerun after deepep baseline gate,
2154475,qwen235b_sync_eagle3,Qwen3-235B-A22B,sync,Eagle-3,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,PENDING,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step,
2154869,qwen235b_sync_eagle3,Qwen3-235B-A22B,sync,Eagle-3,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,PENDING,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step,
2152153,qwen235b_sync_suffix,Qwen3-235B-A22B,sync,Suffix,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,CANCELLED by 2001147693,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step; cancelled after matched alltoall qwen235B baseline failed before usable Step 1; will rerun after deepep baseline gate,
2154476,qwen235b_sync_suffix,Qwen3-235B-A22B,sync,Suffix,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,PENDING,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step,
2154870,qwen235b_sync_suffix,Qwen3-235B-A22B,sync,Suffix,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,PENDING,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step,
2152154,qwen235b_sync_pard,Qwen3-235B-A22B,sync,PARD,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,CANCELLED by 2001147693,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step; cancelled/pending alltoall qwen235B run superseded by deepep baseline gate,
2154473,qwen235b_sync_pard,Qwen3-235B-A22B,sync,PARD,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,PENDING,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step,
2154867,qwen235b_sync_pard,Qwen3-235B-A22B,sync,PARD,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,PENDING,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step,
2152220,qwen235b_sync_pard2,Qwen3-235B-A22B,sync,PARD-2,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,CANCELLED by 2001147693,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step; PARD-2 retry using shared patched vLLM source site cache with alltoall dispatcher and fuse_loss=false; recipe OSL unchanged; cancelled/pending alltoall qwen235B run superseded by deepep baseline gate,
2154474,qwen235b_sync_pard2,Qwen3-235B-A22B,sync,PARD-2,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,PENDING,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step,
2154868,qwen235b_sync_pard2,Qwen3-235B-A22B,sync,PARD-2,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/20,PENDING,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step,
2152295,qwen235b_sync_baseline_deepep_smoke,Qwen3-235B-A22B,sync,baseline deepep smoke,32x4,1.0,1.0,performance recipe default,8192,"Current recipe-default OSL reruns (Qwen30/32=4096, Qwen235B=8192)",0/3,FAILED,waiting metrics,,,,,,,,,,,,waiting for first parsed NeMo-RL step; 3-step qwen235B baseline gate using flex+deepep dispatcher failed in GB200 DeepEP hardware-name validation; superseded by 2152313,
