job_id,model,mode,method,max_steps,max_new_tokens,min_tokens,temperature,top_p,top_k,target_model,draft_model,num_speculative_tokens,num_nodes,gpus_per_node,segment,gres_flag,use_system_env,ray_use_existing_env,system_pydeps_site,config,run_id,remote_repo,container,log_dir,dependency,manifest,enforce_eager,vllm_enable_prefix_caching,vllm_moe_backend,vllm_max_num_seqs,vllm_max_num_batched_tokens,wandb_enabled,wandb_project,wandb_name,wandb_url,label,step_filter,steps,completed_steps,incomplete_steps,first_step,last_step,max_steps_metric,completed_step_span,incomplete_step_span,partial_result_state,draft_training_enabled_steps,draft_refit_steps,error_count_sum,latest_error,vllm_accepted_tokens_sum_weighted,vllm_drafted_tokens_sum_weighted,vllm_token_acceptance_pct,log_path,total_step_time_s_mean,generation_time_s_mean,policy_training_time_s_mean,policy_and_reference_logprobs_time_s_mean,prepare_for_generation_total_s_mean,e2e_tokens_per_sec_per_gpu_mean,generation_worker_tokens_per_sec_per_gpu_mean,policy_training_tokens_per_sec_per_gpu_mean,policy_logprobs_tokens_per_sec_per_gpu_mean,mean_generation_length_mean,draft_loss_mean,generation_kl_error_mean,avg_reward_mean,vllm_acceptance_rate_pct_mean_weighted_mean,vllm_acceptance_length_mean_weighted_mean,vllm_acceptance_rate_pos1_weighted_mean,vllm_acceptance_rate_pos2_weighted_mean,vllm_acceptance_rate_pos3_weighted_mean,vllm_acceptance_rate_pos4_weighted_mean,vllm_acceptance_rate_pos5_weighted_mean,summary_source,exposed_generation_time_s_mean,exposed_generation_ratio_pct_mean,job_name,slurm_state,exit_code,elapsed,start,end,method_k,model_name,cluster,source_group,config_basis,source_priority,completed_last_step,gen_tps_speedup,e2e_tps_speedup,generation_time_speedup,e2e_step_time_speedup,isl,comparison_group,metric_state,notes,nodes_x_gpus,metric_window,cuda_graph_state,strict_match_eligible,baseline_match_state,evidence_period,canonical_snapshot,baseline_job_id,k,raw_state,result_state,exposed_generation_time_speedup,mean_generation_length,error_count,source_file,source_row_index,basis,resource_shape,config_segment_size,target_tensor_parallel_size,draft_tensor_parallel_size,attention_backend,moe_backend,max_num_seqs,max_num_batched_tokens,cohort,fuse_allreduce_rms,num_prompts_per_step,num_generations_per_prompt,strict_match_ready,alternate_source_groups,alternate_manifests
2319104,Qwen3-32B,sync,eagle3,20.0,32768.0,,1.0,1.0,,,,,4.0,4.0,4.0,,,,,,,,,,,docs/pretyche_qwen32_sync_osl32k_matched_live_metrics_20260702.csv,False,,,,,true,,,https://wandb.ai/nvidia/sna-nemorl-specdec-pretyche/runs/688kzbcs,,steps2-14,,13.0,,,14.0,,2-14,,,,,,,,,27.8297,,1201.5833,1121.0668,,,,122.4366,133.5828,,,,,0.000757,0.614784,,2.3915,,,,,,,,,,TIMEOUT_PARTIAL,,,,,eagle3_k5,Qwen3-32B,pretyche,Pretyche Qwen32 sync OSL32768 PerfCfg CG-on matched 2026-07-02,"normalized July performance-recipe result; resource=4x4, segment=4, attention=TRITON_ATTN, MoE=triton",-10.0,13/20 last 14,0.7038,0.7222,0.6692,0.6896,,Pretyche Qwen32 sync OSL32768 PerfCfg CG-on matched 2026-07-02,partial,Final timeout partial over matched Steps 2-14. Mean generation length reward and KL align with baseline while generation throughput is 29.6% lower.,4x4,steps 2-14 (13 metrics),CG-on,True,precomputed,july-current,,,5.0,TIMEOUT_PARTIAL,partial,,8179.5565,,docs/pretyche_qwen32_sync_osl32k_matched_live_metrics_20260702.csv,3.0,,4x4,4.0,2.0,1.0,TRITON_ATTN,triton,,,standard,True,16.0,16.0,False,,
2319105,Qwen3-32B,sync,eagle3,20.0,32768.0,,1.0,1.0,,,,,4.0,4.0,4.0,,,,,,,,,,,docs/pretyche_qwen32_sync_osl32k_matched_live_metrics_20260702.csv,False,,,,,true,,,https://wandb.ai/nvidia/sna-nemorl-specdec-pretyche/runs/xmbal99w,,steps2-13,,12.0,,,13.0,,2-13,,,,,,,,,20.5231,,1162.4524,1081.9928,,,,125.6255,137.0695,,,,,0.000754,0.609701,,2.4366,,,,,,,,,,TIMEOUT_PARTIAL,,,,,eagle3_k7,Qwen3-32B,pretyche,Pretyche Qwen32 sync OSL32768 PerfCfg CG-on matched 2026-07-02,"normalized July performance-recipe result; resource=4x4, segment=4, attention=TRITON_ATTN, MoE=triton",-10.0,12/20 last 13,0.6982,0.7182,0.6671,0.689,,Pretyche Qwen32 sync OSL32768 PerfCfg CG-on matched 2026-07-02,partial,Final timeout partial over matched Steps 2-13. Correctness metrics align with baseline while generation throughput is 30.2% lower.,4x4,steps 2-13 (12 metrics),CG-on,True,precomputed,july-current,,,7.0,TIMEOUT_PARTIAL,partial,,8269.8665,,docs/pretyche_qwen32_sync_osl32k_matched_live_metrics_20260702.csv,4.0,,4x4,4.0,2.0,1.0,TRITON_ATTN,triton,,,standard,True,16.0,16.0,False,,
2319106,Qwen3-32B,sync,eagle3,20.0,32768.0,,1.0,1.0,,,,,4.0,4.0,4.0,,,,,,,,,,,docs/pretyche_qwen32_sync_osl32k_matched_live_metrics_20260702.csv,False,,,,,true,,,https://wandb.ai/nvidia/sna-nemorl-specdec-pretyche/runs/x23jih5q,,steps2-13,,12.0,,,13.0,,2-13,,,,,,,,,16.1318,,1247.7869,1168.0265,,,,111.7247,120.2586,,,,,0.000753,0.608073,,2.4519,,,,,,,,,,TIMEOUT_PARTIAL,,,,,eagle3_k9,Qwen3-32B,pretyche,Pretyche Qwen32 sync OSL32768 PerfCfg CG-on matched 2026-07-02,"normalized July performance-recipe result; resource=4x4, segment=4, attention=TRITON_ATTN, MoE=triton",-10.0,12/20 last 13,0.6126,0.6388,0.618,0.6419,,Pretyche Qwen32 sync OSL32768 PerfCfg CG-on matched 2026-07-02,partial,Final timeout partial over matched Steps 2-13. K9 has the lowest Eagle acceptance and generation throughput is 38.7% lower.,4x4,steps 2-13 (12 metrics),CG-on,True,precomputed,july-current,,,9.0,TIMEOUT_PARTIAL,partial,,8267.8291,,docs/pretyche_qwen32_sync_osl32k_matched_live_metrics_20260702.csv,5.0,,4x4,4.0,2.0,1.0,TRITON_ATTN,triton,,,standard,True,16.0,16.0,False,,
2319108,Qwen3-32B,sync,pard,20.0,32768.0,,1.0,1.0,,,,,4.0,4.0,4.0,,,,,,,,,,,docs/pretyche_qwen32_sync_osl32k_matched_live_metrics_20260702.csv,False,,,,,true,,,https://wandb.ai/nvidia/sna-nemorl-specdec-pretyche/runs/9oi3su74,,steps2-6,,5.0,,,6.0,,2-6,,,,,,,,,60.8265,,2531.6325,2446.6945,,,,60.1123,62.7628,,,,,0.000755,0.646094,,1.6083,,,,,,,,,,TIMEOUT_PARTIAL,,,,,pard_k1,Qwen3-32B,pretyche,Pretyche Qwen32 sync OSL32768 PerfCfg CG-on matched 2026-07-02,"normalized July performance-recipe result; resource=4x4, segment=4, attention=TRITON_ATTN, MoE=triton",-10.0,5/20 last 6,0.3652,0.3882,0.3441,0.3668,,Pretyche Qwen32 sync OSL32768 PerfCfg CG-on matched 2026-07-02,partial,Final timeout partial over matched Steps 2-6. High K1 acceptance does not offset target and draft TP2 overhead; generation throughput is 63.5% lower.,4x4,steps 2-6 (5 metrics),CG-on,True,precomputed,july-current,,,1.0,TIMEOUT_PARTIAL,partial,,8658.2906,,docs/pretyche_qwen32_sync_osl32k_matched_live_metrics_20260702.csv,7.0,,4x4,4.0,2.0,2.0,TRITON_ATTN,triton,,,noarrms,False,16.0,16.0,False,,
2319111,Qwen3-32B,sync,pard,20.0,32768.0,,1.0,1.0,,,,,4.0,4.0,4.0,,,,,,,,,,,docs/pretyche_qwen32_sync_osl32k_matched_live_metrics_20260702.csv,False,,,,,true,,,https://wandb.ai/nvidia/sna-nemorl-specdec-pretyche/runs/gy6xnay8,,steps2-6,,5.0,,,6.0,,2-6,,,,,,,,,8.5032,,2750.3418,2662.6712,,,,59.6802,62.6409,,,,,0.000746,0.655469,,2.3605,,,,,,,,,,TIMEOUT_PARTIAL,,,,,pard_k16,Qwen3-32B,pretyche,Pretyche Qwen32 sync OSL32768 PerfCfg CG-on matched 2026-07-02,"normalized July performance-recipe result; resource=4x4, segment=4, attention=TRITON_ATTN, MoE=triton",-10.0,5/20 last 6,0.3644,0.3854,0.3162,0.3376,,Pretyche Qwen32 sync OSL32768 PerfCfg CG-on matched 2026-07-02,partial,Final timeout partial over matched Steps 2-6. K16 has the lowest PARD acceptance and generation throughput is 63.6% lower with aligned correctness metrics.,4x4,steps 2-6 (5 metrics),CG-on,True,precomputed,july-current,,,16.0,TIMEOUT_PARTIAL,partial,,8805.6859,,docs/pretyche_qwen32_sync_osl32k_matched_live_metrics_20260702.csv,10.0,,4x4,4.0,2.0,2.0,TRITON_ATTN,triton,,,noarrms,False,16.0,16.0,False,,
2319109,Qwen3-32B,sync,pard,20.0,32768.0,,1.0,1.0,,,,,4.0,4.0,4.0,,,,,,,,,,,docs/pretyche_qwen32_sync_osl32k_matched_live_metrics_20260702.csv,False,,,,,true,,,https://wandb.ai/nvidia/sna-nemorl-specdec-pretyche/runs/wsrjtx1s,,steps2-8,,7.0,,,8.0,,2-8,,,,,,,,,19.2545,,2009.4161,1924.9377,,,,76.4595,81.1998,,,,,0.000769,0.626674,,2.3478,,,,,,,,,,TIMEOUT_PARTIAL,,,,,pard_k7,Qwen3-32B,pretyche,Pretyche Qwen32 sync OSL32768 PerfCfg CG-on matched 2026-07-02,"normalized July performance-recipe result; resource=4x4, segment=4, attention=TRITON_ATTN, MoE=triton",-10.0,7/20 last 8,0.439,0.4626,0.4013,0.4263,,Pretyche Qwen32 sync OSL32768 PerfCfg CG-on matched 2026-07-02,partial,Final timeout partial over matched Steps 2-8. Generation length and correctness metrics align with baseline while generation throughput is 56.1% lower.,4x4,steps 2-8 (7 metrics),CG-on,True,precomputed,july-current,,,7.0,TIMEOUT_PARTIAL,partial,,8482.2416,,docs/pretyche_qwen32_sync_osl32k_matched_live_metrics_20260702.csv,8.0,,4x4,4.0,2.0,2.0,TRITON_ATTN,triton,,,noarrms,False,16.0,16.0,False,,
2319110,Qwen3-32B,sync,pard,20.0,32768.0,,1.0,1.0,,,,,4.0,4.0,4.0,,,,,,,,,,,docs/pretyche_qwen32_sync_osl32k_matched_live_metrics_20260702.csv,False,,,,,true,,,https://wandb.ai/nvidia/sna-nemorl-specdec-pretyche/runs/nbawsebv,,steps2-7,,6.0,,,7.0,,2-7,,,,,,,,,15.084,,2252.2625,2168.881,,,,66.3264,69.4948,,,,,0.000754,0.630208,,2.3576,,,,,,,,,,TIMEOUT_PARTIAL,,,,,pard_k9,Qwen3-32B,pretyche,Pretyche Qwen32 sync OSL32768 PerfCfg CG-on matched 2026-07-02,"normalized July performance-recipe result; resource=4x4, segment=4, attention=TRITON_ATTN, MoE=triton",-10.0,6/20 last 7,0.4034,0.4273,0.3787,0.4026,,Pretyche Qwen32 sync OSL32768 PerfCfg CG-on matched 2026-07-02,partial,Final timeout partial over matched Steps 2-7. Generation length reward and KL align with baseline while generation throughput is 59.7% lower.,4x4,steps 2-7 (6 metrics),CG-on,True,precomputed,july-current,,,9.0,TIMEOUT_PARTIAL,partial,,8585.4961,,docs/pretyche_qwen32_sync_osl32k_matched_live_metrics_20260702.csv,9.0,,4x4,4.0,2.0,2.0,TRITON_ATTN,triton,,,noarrms,False,16.0,16.0,False,,
2174831,qwen235b,async1off,baseline,20.0,8192.0,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,0.0,32.0,4.0,16.0,none,True,True,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/pard2_cache/system_pydeps_cbor2_py313,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260621_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260621_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1/logs/qwen235b_async1off_baseline,,latest_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1_20260621_jobs.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBMITTED,,,,,baseline,Qwen3-235B-A22B,lyris,Lyris Qwen235B PR2879 OSL8192 2026-06-21,"performance recipe default, latest main plus PR2879 topology-aware fix",0.0,0/0,,,,,,,,,,not parsed,CG-unknown,False,baseline,pre-july-canonical,docs/lyris_nemorl_perfcfg_specdec_combined_prejuly_20260701.csv,,,,submitted,,,,,,,,,,,,,,,,,,,False,,
2182165,qwen235b,async1off,baseline,20.0,8192.0,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,0.0,32.0,4.0,16.0,none,True,True,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb/logs/qwen235b_async1off_baseline,,docs/latest_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb_20260622_jobs.csv,False,,triton,64.0,32768.0,True,nemo-rl-perfcfg-specdec-lyris,qwen235b_PerfCfg_async1off_baseline_20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBMITTED,,,,,baseline,Qwen3-235B-A22B,lyris,Lyris PerfCfg enforce_eager=false triton W&B matrix 2026-06-22,"performance recipe default plus latest-main+PR2879 topology-aware fix; enforce_eager=false, MoE backend=triton, max_num_seqs=64, max_num_batched_tokens=32768, W&B enabled",0.0,0/0,,,,,,,,,,not parsed,CG-on,False,baseline,pre-july-canonical,docs/lyris_nemorl_perfcfg_specdec_combined_prejuly_20260701.csv,,,,submitted,,,,,,,,,,,,,,,,,,,False,,
2174833,qwen235b,async1off,eagle3,20.0,8192.0,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--nvidia--Qwen3-235B-A22B-Eagle3/snapshots/33f3c01ce807376d1171301b9a148b1b28f239ba,3.0,32.0,4.0,16.0,none,True,True,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/pard2_cache/system_pydeps_cbor2_py313,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260621_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260621_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1/logs/qwen235b_async1off_eagle3,,latest_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1_20260621_jobs.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBMITTED,,,,,eagle3_k3,Qwen3-235B-A22B,lyris,Lyris Qwen235B PR2879 OSL8192 2026-06-21,"performance recipe default, latest main plus PR2879 topology-aware fix",0.0,0/0,,,,,,,,,,not parsed,CG-unknown,False,unmatched_baseline,pre-july-canonical,docs/lyris_nemorl_perfcfg_specdec_combined_prejuly_20260701.csv,,,,submitted,,,,,,,,,,,,,,,,,,,False,,
2182167,qwen235b,async1off,eagle3,20.0,8192.0,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--nvidia--Qwen3-235B-A22B-Eagle3/snapshots/33f3c01ce807376d1171301b9a148b1b28f239ba,5.0,32.0,4.0,16.0,none,True,True,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb/logs/qwen235b_async1off_eagle3,,docs/latest_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb_20260622_jobs.csv,False,,triton,64.0,32768.0,True,nemo-rl-perfcfg-specdec-lyris,qwen235b_PerfCfg_async1off_eagle3_20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBMITTED,,,,,eagle3_k5,Qwen3-235B-A22B,lyris,Lyris PerfCfg enforce_eager=false triton W&B matrix 2026-06-22,"performance recipe default plus latest-main+PR2879 topology-aware fix; enforce_eager=false, MoE backend=triton, max_num_seqs=64, max_num_batched_tokens=32768, W&B enabled",0.0,0/0,,,,,,,,,,not parsed,CG-on,False,unmatched_baseline,pre-july-canonical,docs/lyris_nemorl_perfcfg_specdec_combined_prejuly_20260701.csv,,,,submitted,,,,,,,,,,,,,,,,,,,False,,
2174835,qwen235b,async1off,pard2,20.0,8192.0,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD2-Qwen3-8B/snapshots/edc551468a897638df7b22335ef1162af94ecbb0,16.0,32.0,4.0,16.0,none,True,True,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/pard2_cache/system_pydeps_cbor2_py313,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260621_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260621_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1/logs/qwen235b_async1off_pard2,,latest_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1_20260621_jobs.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBMITTED,,,,,pard2_k16,Qwen3-235B-A22B,lyris,Lyris Qwen235B PR2879 OSL8192 2026-06-21,"performance recipe default, latest main plus PR2879 topology-aware fix",0.0,0/0,,,,,,,,,,not parsed,CG-unknown,False,unmatched_baseline,pre-july-canonical,docs/lyris_nemorl_perfcfg_specdec_combined_prejuly_20260701.csv,,,,submitted,,,,,,,,,,,,,,,,,,,False,,
2174834,qwen235b,async1off,pard,20.0,8192.0,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD-Qwen3-0.6B/snapshots/34e73caf94c021c3d4b8bad86ebd3616850ab4fd,16.0,32.0,4.0,16.0,none,True,True,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/pard2_cache/system_pydeps_cbor2_py313,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260621_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260621_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1/logs/qwen235b_async1off_pard,,latest_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1_20260621_jobs.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBMITTED,,,,,pard_k16,Qwen3-235B-A22B,lyris,Lyris Qwen235B PR2879 OSL8192 2026-06-21,"performance recipe default, latest main plus PR2879 topology-aware fix",0.0,0/0,,,,,,,,,,not parsed,CG-unknown,False,unmatched_baseline,pre-july-canonical,docs/lyris_nemorl_perfcfg_specdec_combined_prejuly_20260701.csv,,,,submitted,,,,,,,,,,,,,,,,,,,False,,
2182166,qwen235b,async1off,pard,20.0,8192.0,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD-Qwen3-0.6B/snapshots/34e73caf94c021c3d4b8bad86ebd3616850ab4fd,16.0,32.0,4.0,16.0,none,True,True,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb/logs/qwen235b_async1off_pard,,docs/latest_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb_20260622_jobs.csv,False,,triton,64.0,32768.0,True,nemo-rl-perfcfg-specdec-lyris,qwen235b_PerfCfg_async1off_pard_20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBMITTED,,,,,pard_k16,Qwen3-235B-A22B,lyris,Lyris PerfCfg enforce_eager=false triton W&B matrix 2026-06-22,"performance recipe default plus latest-main+PR2879 topology-aware fix; enforce_eager=false, MoE backend=triton, max_num_seqs=64, max_num_batched_tokens=32768, W&B enabled",0.0,0/0,,,,,,,,,,not parsed,CG-on,False,unmatched_baseline,pre-july-canonical,docs/lyris_nemorl_perfcfg_specdec_combined_prejuly_20260701.csv,,,,submitted,,,,,,,,,,,,,,,,,,,False,,
2174832,qwen235b,async1off,suffix,20.0,8192.0,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,32.0,32.0,4.0,16.0,none,True,True,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/pard2_cache/system_pydeps_cbor2_py313,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260621_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260621_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1/logs/qwen235b_async1off_suffix,,latest_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1_20260621_jobs.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBMITTED,,,,,suffix_k32,Qwen3-235B-A22B,lyris,Lyris Qwen235B PR2879 OSL8192 2026-06-21,"performance recipe default, latest main plus PR2879 topology-aware fix",0.0,0/0,,,,,,,,,,not parsed,CG-unknown,False,unmatched_baseline,pre-july-canonical,docs/lyris_nemorl_perfcfg_specdec_combined_prejuly_20260701.csv,,,,submitted,,,,,,,,,,,,,,,,,,,False,,
