domain,model,temperature,top_p,batch_size,isl,osl,method,job_id,tok_s_gpu,baseline_tok_s_gpu,speedup,acceptance_pct,mean_accept_len,total_gpus,basis,source,source_label
Math,Qwen3-235B-A22B,1.0,,8,4096,32768,pard_k5,,19.869833838433983,14.719009309432536,1.3499436966658205,30.72622779519331,2.536311389759666,4,matched 6/17 qmath sweep,docs/qmath_vllm_standalone_batch_sweep_completed_metrics_live_20260617.csv,6/17 qmath sweep
Math,Qwen3-235B-A22B,1.0,,8,4096,32768,pard2_k1,,12.438156548480444,14.719009309432536,0.8450403343728827,1.5129981528023575,1.0151299815280235,4,matched 6/17 qmath sweep,docs/qmath_vllm_standalone_batch_sweep_completed_metrics_live_20260617.csv,6/17 qmath sweep
Math,Qwen3-235B-A22B,1.0,,16,4096,32768,baseline,,29.69275289276811,29.69275289276811,1.0,,,4,matched 6/17 qmath sweep,docs/qmath_vllm_standalone_batch_sweep_completed_metrics_live_20260617.csv,6/17 qmath sweep
Math,Qwen3-235B-A22B,1.0,,16,4096,32768,suffix_k32,,76.24976947006434,29.69275289276811,2.567958913928642,63.22502420272011,4.453426884572602,4,matched 6/17 qmath sweep,docs/qmath_vllm_standalone_batch_sweep_completed_metrics_live_20260617.csv,6/17 qmath sweep
Math,Qwen3-235B-A22B,1.0,,16,4096,32768,eagle3_k3,,48.44650787255165,29.69275289276811,1.6315936769995871,46.518017606384596,2.395540528191538,4,matched 6/17 qmath sweep,docs/qmath_vllm_standalone_batch_sweep_completed_metrics_live_20260617.csv,6/17 qmath sweep
Math,Qwen3-235B-A22B,1.0,,16,4096,32768,pard_k5,,35.91437705123456,29.69275289276811,1.2095334232206463,29.817988321986306,2.4908994160993156,4,matched 6/17 qmath sweep,docs/qmath_vllm_standalone_batch_sweep_completed_metrics_live_20260617.csv,6/17 qmath sweep
Math,Qwen3-235B-A22B,1.0,,16,4096,32768,pard2_k1,,24.92678781462514,29.69275289276811,0.8394906294019051,2.6655700466063523,1.0266557004660635,4,matched 6/17 qmath sweep,docs/qmath_vllm_standalone_batch_sweep_completed_metrics_live_20260617.csv,6/17 qmath sweep
Math,Qwen3-235B-A22B,1.0,,32,4096,32768,baseline,,59.8297335837117,59.8297335837117,1.0,,,4,matched 6/17 qmath sweep,docs/qmath_vllm_standalone_batch_sweep_completed_metrics_live_20260617.csv,6/17 qmath sweep
Math,Qwen3-235B-A22B,1.0,,32,4096,32768,suffix_k32,,100.75476685015185,59.8297335837117,1.6840249958522588,66.09849655877939,4.7061768638874755,4,matched 6/17 qmath sweep,docs/qmath_vllm_standalone_batch_sweep_completed_metrics_live_20260617.csv,6/17 qmath sweep
Math,Qwen3-235B-A22B,1.0,,32,4096,32768,eagle3_k3,,84.558400031084,59.8297335837117,1.413317341832599,46.52391592755232,2.3957174778265697,4,matched 6/17 qmath sweep,docs/qmath_vllm_standalone_batch_sweep_completed_metrics_live_20260617.csv,6/17 qmath sweep
Math,Qwen3-235B-A22B,1.0,,32,4096,32768,pard_k5,,55.67099762532723,59.8297335837117,0.9304904817507551,29.046294888735574,2.4523147444367783,4,matched 6/17 qmath sweep,docs/qmath_vllm_standalone_batch_sweep_completed_metrics_live_20260617.csv,6/17 qmath sweep
Math,Qwen3-235B-A22B,1.0,,32,4096,32768,pard2_k1,,50.25372426568093,59.8297335837117,0.8399456466803024,2.315741814108344,1.0231574181410834,4,matched 6/17 qmath sweep,docs/qmath_vllm_standalone_batch_sweep_completed_metrics_live_20260617.csv,6/17 qmath sweep
Math,Qwen3-32B,1.0,,1,4096,32768,baseline,3423823,7.326800295379499,7.326800295379499,1.0,,,4,matched 6/19 aggregation,docs/oci_qmath_qwen235b_baseline_qwen32_bs12_20260619_metrics_live.csv,6/19 batch aggregation
Math,Qwen3-32B,1.0,,1,4096,32768,suffix_k32,3423825,11.061727840728706,7.326800295379499,1.5097624330916408,29.169087739686226,1.6615055180365674,4,matched 6/19 aggregation,docs/oci_qmath_qwen235b_baseline_qwen32_bs12_20260619_metrics_live.csv,6/19 batch aggregation
Math,Qwen3-32B,1.0,,1,4096,32768,eagle3_k3,3423830,14.213635132497018,7.326800295379499,1.93995121464694,43.03293015451304,2.290987904635391,4,matched 6/19 aggregation,docs/oci_qmath_qwen235b_baseline_qwen32_bs12_20260619_metrics_live.csv,6/19 batch aggregation
Math,Qwen3-32B,1.0,,1,4096,32768,pard_k5,3423828,18.32550362604682,7.326800295379499,2.5011605185422394,58.46503831417624,3.9232519157088124,4,matched 6/19 aggregation,docs/oci_qmath_qwen235b_baseline_qwen32_bs12_20260619_metrics_live.csv,6/19 batch aggregation
Math,Qwen3-32B,1.0,,2,4096,32768,baseline,3423833,15.46400301431412,15.46400301431412,1.0,,,4,matched 6/19 aggregation,docs/oci_qmath_qwen235b_baseline_qwen32_bs12_20260619_metrics_live.csv,6/19 batch aggregation
Math,Qwen3-32B,1.0,,2,4096,32768,suffix_k32,3423835,24.956163666735698,15.46400301431412,1.6138229954841086,51.17940490812924,2.845604519774011,4,matched 6/19 aggregation,docs/oci_qmath_qwen235b_baseline_qwen32_bs12_20260619_metrics_live.csv,6/19 batch aggregation
Math,Qwen3-32B,1.0,,2,4096,32768,eagle3_k3,3423837,17.685194253431494,15.46400301431412,1.1436362394045931,29.998453837382343,1.8999536151214704,4,matched 6/19 aggregation,docs/oci_qmath_qwen235b_baseline_qwen32_bs12_20260619_metrics_live.csv,6/19 batch aggregation
