model,isl,osl,concurrency,method,requested_batch_schedule_k,k_selection_basis,mean_draft_width,output_tok_s,tok_s_gpu,baseline_tok_s_gpu,throughput_speedup,latency_s,acceptance_rate,mean_accepted_length,num_drafts,num_draft_tokens,num_accepted_tokens,actual_output_tokens,expected_output_tokens,tokens_ok,weights,kv_cache,tp,pp,dp,expert_parallel,nodes,runner,cudagraph_mode,cuda_graph_verified,drafter_decode_full_verified,piecewise_completed_entries,full_completed_entries,drafter_decode_completed_entries,temperature,top_p,warmup_repeats,measure_repeats,max_num_seqs,max_num_batched_tokens,prefix_caching,chunked_prefill,job_id,vllm_version,vllm_base_commit,patched_vllm_head,patchset_sha256,container_sha256,ray_version,harness_commit,harness_manifest_sha256,baseline_harness_commit,harness_pair_exception,result_quality
ultra,1000,10000,128,baseline,0,baseline,,4575.98172833982,571.9977160424775,571.9977160424775,1.0,279.7213966290001,,,,,,1280000,1280000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,,2,2,0,1.0,1.0,1,1,512,32768,False,True,2821857,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,False,preliminary_single_repeat
ultra,1000,10000,128,mtp_dynamic_max_k5,1,active_scheduled_batch,1.2040487364681491,3752.578400302249,469.07230003778113,571.9977160424775,0.8200597430409095,341.098802864959,0.952536578638326,2.1469004639491702,596186.0,717837.0,683766.0,1280000,1280000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,True,3,4,1,1.0,1.0,1,1,512,32768,False,True,2821863,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,False,preliminary_single_repeat
ultra,1000,10000,512,baseline,0,baseline,,8545.594011183814,1068.1992513979767,1068.1992513979767,1.0,599.139157944941,,,,,,5120000,5120000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,,2,2,0,1.0,1.0,1,1,512,32768,False,True,2821117,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,85cfe1a8a2f7c97684e65e5428a679cab7058142,86012387865c84b68150f0aa2e758dbb7b5ccc75be07ec15dc1c9663d6b87147,85cfe1a8a2f7c97684e65e5428a679cab7058142,False,preliminary_single_repeat
ultra,1000,10000,512,mtp_dynamic_max_k5,0,active_scheduled_batch,1.055973388280775,3970.104214540809,496.26302681760114,1068.1992513979767,0.46457908126047687,1289.6386904020328,0.9276818764191287,1.9796073742889744,2586229.0,2730989.0,2533489.0,5120000,5120000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,True,3,4,1,1.0,1.0,1,1,512,32768,False,True,2821337,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,85cfe1a8a2f7c97684e65e5428a679cab7058142,True,preliminary_single_repeat
ultra,10000,1000,1,baseline,0,baseline,,111.6104165425568,13.9513020678196,13.9513020678196,1.0,8.959737191005843,,,,,,1000,1000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,,2,2,0,1.0,1.0,1,1,512,32768,False,True,2821111,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,85cfe1a8a2f7c97684e65e5428a679cab7058142,86012387865c84b68150f0aa2e758dbb7b5ccc75be07ec15dc1c9663d6b87147,85cfe1a8a2f7c97684e65e5428a679cab7058142,False,preliminary_single_repeat
ultra,10000,1000,1,mtp_dynamic_max_k5,5,active_scheduled_batch,5.0,327.2496609159961,40.906207614499515,13.9513020678196,2.9320709576531017,3.0557709279237315,0.7443396226415094,4.721698113207547,212.0,1060.0,789.0,1000,1000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,True,3,4,1,1.0,1.0,1,1,512,32768,False,True,2821114,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,85cfe1a8a2f7c97684e65e5428a679cab7058142,86012387865c84b68150f0aa2e758dbb7b5ccc75be07ec15dc1c9663d6b87147,85cfe1a8a2f7c97684e65e5428a679cab7058142,False,preliminary_single_repeat
ultra,10000,1000,2,baseline,0,baseline,,197.60919824006714,24.701149780008393,24.701149780008393,1.0,10.120986360008828,,,,,,2000,2000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,,2,2,0,1.0,1.0,1,1,512,32768,False,True,2821847,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,False,preliminary_single_repeat
ultra,10000,1000,2,mtp_dynamic_max_k5,5,active_scheduled_batch,5.0,478.5421622634294,59.81777028292868,24.701149780008393,2.42165934847865,4.179360060021281,0.7020224719101124,4.510112359550561,445.0,2225.0,1562.0,2000,2000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,True,3,4,1,1.0,1.0,1,1,512,32768,False,True,2821853,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,False,preliminary_single_repeat
ultra,10000,1000,4,baseline,0,baseline,,337.6199265599592,42.2024908199949,42.2024908199949,1.0,11.847641934989952,,,,,,4000,4000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,,2,2,0,1.0,1.0,1,1,512,32768,False,True,2821849,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,False,preliminary_single_repeat
ultra,10000,1000,4,mtp_dynamic_max_k5,5,active_scheduled_batch,5.0,643.4394237980235,80.42992797475294,42.2024908199949,1.9058099750038087,6.21659141802229,0.6034136546184738,4.01706827309237,996.0,4980.0,3005.0,4000,4000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,True,3,4,1,1.0,1.0,1,1,512,32768,False,True,2821855,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,False,preliminary_single_repeat
ultra,10000,1000,8,baseline,0,baseline,,540.498885644396,67.5623607055495,67.5623607055495,1.0,14.80114059895277,,,,,,8000,8000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,,2,2,0,1.0,1.0,1,1,512,32768,False,True,2821850,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,False,preliminary_single_repeat
ultra,10000,1000,8,mtp_dynamic_max_k5,3,active_scheduled_batch,3.1136909527622096,883.6279731358453,110.45349664198066,67.5623607055495,1.6348377334439135,9.053583909990266,0.7080226279249164,3.2045636509207367,2498.0,7778.0,5507.0,8000,8000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,True,3,4,1,1.0,1.0,1,1,512,32768,False,True,2821856,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,False,preliminary_single_repeat
ultra,10000,1000,16,baseline,0,baseline,,844.7062849287071,105.58828561608838,105.58828561608838,1.0,18.941495151004347,,,,,,16000,16000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,,2,2,0,1.0,1.0,1,1,512,32768,False,True,2821846,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,False,preliminary_single_repeat
ultra,10000,1000,16,mtp_dynamic_max_k5,3,active_scheduled_batch,3.0176013098649204,1327.6302944961221,165.95378681201527,105.58828561608838,1.571706424095298,12.051547834009398,0.7546120455778622,3.277118297175604,4886.0,14744.0,11126.0,16000,16000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,True,3,4,1,1.0,1.0,1,1,512,32768,False,True,2821852,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,False,preliminary_single_repeat
ultra,10000,1000,32,baseline,0,baseline,,1230.4444318174426,153.80555397718032,153.80555397718032,1.0,26.00686318904627,,,,,,32000,32000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,,2,2,0,1.0,1.0,1,1,512,32768,False,True,2821848,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,False,preliminary_single_repeat
ultra,10000,1000,32,mtp_dynamic_max_k5,2,active_scheduled_batch,2.0366046860668723,1759.2404492736623,219.9050561592078,153.80555397718032,1.4297601775280133,18.18966816799366,0.819324462640737,2.668640040023347,11993.0,24425.0,20012.0,32000,32000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,True,3,4,1,1.0,1.0,1,1,512,32768,False,True,2821854,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,False,preliminary_single_repeat
ultra,10000,1000,128,baseline,0,baseline,,2411.7617663018414,301.47022078773017,301.47022078773017,1.0,53.07323542004451,,,,,,128000,128000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,,2,2,0,1.0,1.0,1,1,512,32768,False,True,2821845,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,False,preliminary_single_repeat
ultra,10000,1000,128,mtp_dynamic_max_k5,1,active_scheduled_batch,1.2460395008729916,2321.1282877015647,290.1410359626956,301.47022078773017,0.962420219166484,55.14559478603769,0.8425612875856484,2.0498646462381265,62429.0,77789.0,65542.0,128000,128000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,True,3,4,1,1.0,1.0,1,1,512,32768,False,True,2821851,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,False,preliminary_single_repeat
ultra,10000,1000,512,baseline,0,baseline,,2893.039761011472,361.629970126434,361.629970126434,1.0,176.97648228000617,,,,,,512000,512000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,,2,2,0,1.0,1.0,1,1,512,32768,False,True,2821113,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,85cfe1a8a2f7c97684e65e5428a679cab7058142,86012387865c84b68150f0aa2e758dbb7b5ccc75be07ec15dc1c9663d6b87147,85cfe1a8a2f7c97684e65e5428a679cab7058142,False,preliminary_single_repeat
ultra,10000,1000,512,mtp_dynamic_max_k5,0,active_scheduled_batch,1.0104863965193778,2456.227527578228,307.0284409472785,361.629970126434,0.8490127099806868,208.44974427300622,0.8590484997128378,1.8680568229102033,273974.0,276847.0,237825.0,512000,512000,True,BF16,FP8,8,1,1,True,2,MRV2,FULL_AND_PIECEWISE,True,True,3,4,1,1.0,1.0,1,1,512,32768,False,True,2821336,0.28.0,2cf0a6915ce544dc493a0990f2ea38d81601128a,bf0719d13bbc74da8af86d2b326f7b16ba4f7462,238e2ffcc14d2fb2f0fc07c419004820efa9a3cfd284c3a41515e84e39aecc25,5ae5c3e3d630d95e1129b71384fe9c5c437a77288492ada30da94f93b8582066,2.48.0,f3a842c0ad3c91f97e37b4f58ef84bd9148e281a,d182f2e26920c6c68e1961d13cbfec60340cf4e3394f65ac3d560589146fc873,85cfe1a8a2f7c97684e65e5428a679cab7058142,True,preliminary_single_repeat
