model,isl,osl,runner,method,batch_size,effective_k,requested_batch_schedule_k,k_selection_basis,weight_dtype,kv_cache_dtype,tensor_parallel_size,expert_parallel,output_tok_s,output_tok_s_per_gpu,baseline_tok_s_per_gpu,speedup_vs_baseline,latency_s,acceptance_rate,mean_acceptance_length,num_drafts,num_draft_tokens,num_accepted_tokens,actual_output_tokens,expected_output_tokens,tokens_ok,job_id,vllm_version,vllm_commit,container_digest,harness_commit,cudagraph_mode,enforce_eager,cuda_graph_verified,cuda_graph_capture_completed,cuda_graph_capture_total,cuda_graph_pool_memory_gib,allocator_oom_warning
ultra,1000,10000,mrv1,mtp_static_k1,32,1,,static,bfloat16,fp8,8,True,2365.3060070907345,295.6632508863418,180.81049553990778,1.6352106663027435,135.2890488760022,0.9171854310587587,1.9171854310587588,166903.0,166903.0,153081.0,320000,320000,True,2818238,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,79aeffcf9104c2db65add761493aea198b9bc764,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k1,128,1,,static,bfloat16,fp8,8,True,6790.178594598948,848.7723243248685,537.0230860677589,1.5805136619727642,188.50756017200183,0.9127329025470587,1.9127329025470587,669164.0,669164.0,610768.0,1280000,1280000,True,2818239,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,79aeffcf9104c2db65add761493aea198b9bc764,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k1,512,1,,static,bfloat16,fp8,8,True,7934.151326239914,991.7689157799892,934.0346480561336,1.0618116981463261,645.3116142450017,0.9382597561511191,1.938259756151119,2641308.0,2641308.0,2478233.0,5120000,5120000,True,2818348,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,a75faeaace584ca809b7e9f902178f0c4c0368f7,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k2,1,2,,static,bfloat16,fp8,8,True,136.0172531889497,17.002156648618712,7.317894027615084,2.3233674311842623,73.52008488296997,0.9811907582938388,2.9623815165876777,3376.0,6752.0,6625.0,10000,10000,True,2818240,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,79aeffcf9104c2db65add761493aea198b9bc764,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k2,2,2,,static,bfloat16,fp8,8,True,261.6547429725174,32.706842871564675,14.75090991858159,2.21727629360438,76.43660410199664,0.975,2.95,6780.0,13560.0,13221.0,20000,20000,True,2818120,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,2cd3a31d7e8901278a1c0d270ea226317708dd2b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k2,4,2,,static,bfloat16,fp8,8,True,484.1126594665104,60.5140824333138,29.157901333643053,2.0753922492868604,82.62539559300058,0.9082811069642983,2.816562213928597,14201.0,28402.0,25797.0,40000,40000,True,2818121,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,2cd3a31d7e8901278a1c0d270ea226317708dd2b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k2,8,2,,static,bfloat16,fp8,8,True,894.307268810883,111.78840860136037,57.58378958076304,1.9413173293253596,89.45471292699222,0.9375247062205772,2.8750494124411543,27827.0,55654.0,52177.0,80000,80000,True,2818122,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,2cd3a31d7e8901278a1c0d270ea226317708dd2b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k2,16,2,,static,bfloat16,fp8,8,True,1781.4994656152185,222.6874332019023,111.8122910746832,1.9916185516059397,89.81198315697839,0.9463388175736757,2.8926776351473515,55310.0,110620.0,104684.0,160000,160000,True,2818119,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,2cd3a31d7e8901278a1c0d270ea226317708dd2b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k2,32,2,,static,bfloat16,fp8,8,True,3477.7039573873603,434.71299467342004,180.81049553990778,2.4042464646499013,92.01473268598784,0.9672538537014791,2.9345077074029584,109051.0,218102.0,210960.0,320000,320000,True,2818241,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,79aeffcf9104c2db65add761493aea198b9bc764,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k2,128,2,,static,bfloat16,fp8,8,True,8387.544380192232,1048.443047524029,537.0230860677589,1.952323977728849,152.60724020999623,0.9468158697863682,2.8936317395727364,442350.0,884700.0,837648.0,1280000,1280000,True,2818242,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,79aeffcf9104c2db65add761493aea198b9bc764,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k2,512,2,,static,bfloat16,fp8,8,True,8664.046672615768,1083.005834076971,934.0346480561336,1.1594921412507222,590.9478784529929,0.9420608171862264,2.8841216343724527,1775189.0,3550378.0,3344672.0,5120000,5120000,True,2818349,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,a75faeaace584ca809b7e9f902178f0c4c0368f7,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k3,1,3,,static,bfloat16,fp8,8,True,143.22480395912652,17.903100494890815,7.317894027615084,2.44648261198249,69.82030851900345,0.7650741350906095,3.295222405271829,3035.0,9105.0,6966.0,10000,10000,True,2818243,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,79aeffcf9104c2db65add761493aea198b9bc764,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k3,2,3,,static,bfloat16,fp8,8,True,267.48873582176344,33.43609197772043,14.75090991858159,2.266713861197219,74.76950361501076,0.7250979146819096,3.175293744045729,6298.0,18894.0,13700.0,20000,20000,True,2818124,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,2cd3a31d7e8901278a1c0d270ea226317708dd2b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k3,4,3,,static,bfloat16,fp8,8,True,573.2749529574819,71.65936911968524,29.157901333643053,2.4576312368888846,69.77454673999455,0.7738105123308145,3.321431536992444,12043.0,36129.0,27957.0,40000,40000,True,2818125,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,2cd3a31d7e8901278a1c0d270ea226317708dd2b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k3,8,3,,static,bfloat16,fp8,8,True,1125.4295633606428,140.67869542008035,57.58378958076304,2.4430260051359443,71.0839688279666,0.7704927080315135,3.31147812409454,24159.0,72477.0,55843.0,80000,80000,True,2818126,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,2cd3a31d7e8901278a1c0d270ea226317708dd2b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k3,16,3,,static,bfloat16,fp8,8,True,1877.9213518048718,234.74016897560898,111.8122910746832,2.0994129242805526,85.20058619399788,0.7739877232683511,3.3219631698050534,48167.0,144501.0,111842.0,160000,160000,True,2818123,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,2cd3a31d7e8901278a1c0d270ea226317708dd2b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k3,32,3,,static,bfloat16,fp8,8,True,3401.8810681082546,425.2351335135318,180.81049553990778,2.3518277091369155,94.06560476199957,0.7708868184955141,3.3126604554865424,96600.0,289800.0,223403.0,320000,320000,True,2818244,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,79aeffcf9104c2db65add761493aea198b9bc764,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k3,128,3,,static,bfloat16,fp8,8,True,6108.550847615333,763.5688559519166,537.0230860677589,1.421854806174149,209.54233367799316,0.7693705940680208,3.308111782204062,386931.0,1160793.0,893080.0,1280000,1280000,True,2818245,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,79aeffcf9104c2db65add761493aea198b9bc764,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k3,512,3,,static,bfloat16,fp8,8,True,7988.6987863887425,998.5873482985928,934.0346480561336,1.0691116762925263,640.9053760699462,0.7728056564829061,3.3184169694487187,1542914.0,4628742.0,3577118.0,5120000,5120000,True,2818350,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,a75faeaace584ca809b7e9f902178f0c4c0368f7,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k4,1,4,,static,bfloat16,fp8,8,True,198.7752317361299,24.84690396701624,7.317894027615084,3.3953626375638963,50.308078690984985,0.8985989894350023,4.594395957740009,2177.0,8708.0,7825.0,10000,10000,True,2819472,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k4,2,4,,static,bfloat16,fp8,8,True,365.9224586480615,45.740307331007685,14.75090991858159,3.1008464958076267,54.65638833399862,0.8732030548068284,4.492812219227313,4452.0,17808.0,15550.0,20000,20000,True,2819473,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k4,4,4,,static,bfloat16,fp8,8,True,598.4448233437306,74.80560291796633,29.157901333643053,2.565534537688208,66.83991312098806,0.7588015736911127,4.035206294764451,9913.0,39652.0,30088.0,40000,40000,True,2819474,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k4,8,4,,static,bfloat16,fp8,8,True,1235.6886225508756,154.46107781885945,57.58378958076304,2.682370836365728,64.74122893100139,0.854716668507677,4.418866674030708,18106.0,72424.0,61902.0,80000,80000,True,2819475,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k4,16,4,,static,bfloat16,fp8,8,True,2028.7595467282893,253.59494334103616,111.8122910746832,2.268041741239803,78.86592585998005,0.8541649416245757,4.416659766498302,36231.0,144924.0,123789.0,160000,160000,True,2819476,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k4,32,4,,static,bfloat16,fp8,8,True,3599.5045448205383,449.9380681025673,180.81049553990778,2.488451053458115,88.90112403398962,0.7969543313268778,4.1878173253075115,76420.0,305680.0,243613.0,320000,320000,True,2819477,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k4,128,4,,static,bfloat16,fp8,8,True,6797.736791757195,849.7170989696493,537.0230860677589,1.5822729432202405,188.2979643389699,0.8510209523154201,4.40408380926168,290660.0,1162640.0,989431.0,1280000,1280000,True,2819478,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k4,512,4,,static,bfloat16,fp8,8,True,7999.866756019152,999.983344502394,934.0346480561336,1.0706062634651825,640.0106596960104,0.777345935087563,4.109383740350252,1246017.0,4984068.0,3874345.0,5120000,5120000,True,2819479,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k5,1,5,,static,bfloat16,fp8,8,True,148.76682098647868,18.595852623309835,7.317894027615084,2.541148116266212,67.21928944699903,0.5228767618359234,3.6143838091796168,2767.0,13835.0,7234.0,10000,10000,True,2817807,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,ef505a5e01a566c97332fd1bb3935311caef6ef0,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k5,2,5,,static,bfloat16,fp8,8,True,357.0477631138249,44.63097038922811,14.75090991858159,3.0256418509482508,56.01491471499321,0.7877037037037037,4.938518518518519,4050.0,20250.0,15951.0,20000,20000,True,2817991,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,95aea00f4ba60ce252a2c350bf2b20470f46fff9,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k5,4,5,,static,bfloat16,fp8,8,True,535.4714805938513,66.93393507423141,29.157901333643053,2.295567651057297,74.7005236499972,0.6153673698155508,4.076836849077754,9813.0,49065.0,30193.0,40000,40000,True,2817992,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,95aea00f4ba60ce252a2c350bf2b20470f46fff9,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k5,8,5,,static,bfloat16,fp8,8,True,1040.2037916257898,130.02547395322372,57.58378958076304,2.2580221777668696,76.90800653106999,0.5728831570303821,3.8644157851519103,20703.0,103515.0,59302.0,80000,80000,True,2817993,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,95aea00f4ba60ce252a2c350bf2b20470f46fff9,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k5,16,5,,static,bfloat16,fp8,8,True,1835.7677994733174,229.47097493416467,111.8122910746832,2.052287568107278,87.15699232000043,0.6213700880367548,4.1068504401837735,38961.0,194805.0,121046.0,160000,160000,True,2817990,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,95aea00f4ba60ce252a2c350bf2b20470f46fff9,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k5,32,5,,static,bfloat16,fp8,8,True,3184.353924480036,398.0442405600045,180.81049553990778,2.2014443319312167,100.49134222800058,0.6706877788660355,4.353438894330177,73512.0,367560.0,246518.0,320000,320000,True,2817809,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,ef505a5e01a566c97332fd1bb3935311caef6ef0,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k5,128,5,,static,bfloat16,fp8,8,True,5382.532997068202,672.8166246335253,537.0230860677589,1.2528635026849342,237.8062523160006,0.5386758455932208,3.693379227966104,346591.0,1732955.0,933501.0,1280000,1280000,True,2817808,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,ef505a5e01a566c97332fd1bb3935311caef6ef0,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_static_k5,512,5,,static,bfloat16,fp8,8,True,6597.691108478167,824.7113885597709,934.0346480561336,0.8829558842127743,776.0290555919928,0.5957807625212233,3.978903812606116,1286915.0,6434575.0,3833596.0,5120000,5120000,True,2818351,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,a75faeaace584ca809b7e9f902178f0c4c0368f7,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_dynamic_max_k5,1,,5,active_scheduled_batch,bfloat16,fp8,8,True,232.11368373503242,29.014210466879053,7.317894027615084,3.9648306408086698,43.08233723702142,0.9325028312570781,5.662514156285391,1766.0,8830.0,8234.0,10000,10000,True,2817804,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,ef505a5e01a566c97332fd1bb3935311caef6ef0,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_dynamic_max_k5,2,,5,active_scheduled_batch,bfloat16,fp8,8,True,439.324744915065,54.91559311438313,14.75090991858159,3.722861397533616,45.52441043098224,0.9161506276150627,5.5807531380753135,3585.0,17925.0,16422.0,20000,20000,True,2817987,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,95aea00f4ba60ce252a2c350bf2b20470f46fff9,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_dynamic_max_k5,4,,5,active_scheduled_batch,bfloat16,fp8,8,True,473.01153996326667,59.126442495408334,29.157901333643053,2.027801720667286,84.56453304100432,0.6669339111592633,4.334669555796316,9230.0,46150.0,30779.0,40000,40000,True,2817988,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,95aea00f4ba60ce252a2c350bf2b20470f46fff9,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_dynamic_max_k5,8,,3,active_scheduled_batch,bfloat16,fp8,8,True,1011.0672296820736,126.3834037102592,57.58378958076304,2.194773991611,79.12431305399514,0.7755149877285388,3.3672138047138045,23760.0,72526.0,56245.0,80000,80000,True,2817989,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,95aea00f4ba60ce252a2c350bf2b20470f46fff9,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_dynamic_max_k5,16,,3,active_scheduled_batch,bfloat16,fp8,8,True,2003.410123549088,250.426265443636,111.8122910746832,2.2397024784723163,79.86382724100258,0.7806098307726564,3.345648810270564,47826.0,143712.0,112183.0,160000,160000,True,2817986,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,95aea00f4ba60ce252a2c350bf2b20470f46fff9,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_dynamic_max_k5,32,,2,active_scheduled_batch,bfloat16,fp8,8,True,3224.737813518163,403.09222668977037,180.81049553990778,2.229362988504179,99.23287364899988,0.9513564797036301,2.9241059191169754,109442.0,221345.0,210578.0,320000,320000,True,2817806,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,ef505a5e01a566c97332fd1bb3935311caef6ef0,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_dynamic_max_k5,128,,1,active_scheduled_batch,bfloat16,fp8,8,True,4275.256528400926,534.4070660501158,537.0230860677589,0.9951286637660247,299.39723885498825,0.9275098978509807,2.19282508137742,583700.0,750668.0,696252.0,1280000,1280000,True,2817805,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,ef505a5e01a566c97332fd1bb3935311caef6ef0,PIECEWISE,False,True,83,83,2.45,False
ultra,1000,10000,mrv1,mtp_dynamic_max_k5,512,,0,active_scheduled_batch,bfloat16,fp8,8,True,4466.038442256102,558.2548052820127,934.0346480561336,0.5976810458196865,1146.4298989360104,0.91585510171485,1.9715878370572333,2596740.0,2754760.0,2522961.0,5120000,5120000,True,2818347,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,a75faeaace584ca809b7e9f902178f0c4c0368f7,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,baseline,1,0,,baseline,bfloat16,fp8,8,True,58.10029280760166,7.262536600950208,7.262536600950208,1.0,17.211617216999002,,,,,,1000,1000,True,2815504,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,76656d1f1159ccdd44b2290e74e85b755f2421ef,PIECEWISE,False,True,83,83,2.39,False
ultra,10000,1000,mrv1,baseline,2,0,,baseline,bfloat16,fp8,8,True,114.5732255034337,14.321653187929213,14.321653187929213,1.0,17.456085321959108,,,,,,2000,2000,True,2817292,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,43b59230a4b58810aba4a2cd4c52e77b92b23f9d,PIECEWISE,False,True,83,83,2.39,False
ultra,10000,1000,mrv1,baseline,4,0,,baseline,bfloat16,fp8,8,True,224.50945757223613,28.063682196529516,28.063682196529516,1.0,17.81662137201056,,,,,,4000,4000,True,2817293,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,43b59230a4b58810aba4a2cd4c52e77b92b23f9d,PIECEWISE,False,True,83,83,2.39,False
ultra,10000,1000,mrv1,baseline,8,0,,baseline,bfloat16,fp8,8,True,420.35387474448584,52.54423434306073,52.54423434306073,1.0,19.031583816999046,,,,,,8000,8000,True,2817294,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,43b59230a4b58810aba4a2cd4c52e77b92b23f9d,PIECEWISE,False,True,83,83,2.39,False
ultra,10000,1000,mrv1,baseline,16,0,,baseline,bfloat16,fp8,8,True,765.2003607783041,95.65004509728801,95.65004509728801,1.0,20.909556268015876,,,,,,16000,16000,True,2817291,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,43b59230a4b58810aba4a2cd4c52e77b92b23f9d,PIECEWISE,False,True,83,83,2.39,False
ultra,10000,1000,mrv1,baseline,32,0,,baseline,bfloat16,fp8,8,True,1309.711441567702,163.71393019596275,163.71393019596275,1.0,24.432862830988597,,,,,,32000,32000,True,2815990,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,6d4ac2da89abf64b28f4e6baa8df06798c4747dd,PIECEWISE,False,True,83,83,2.39,False
ultra,10000,1000,mrv1,baseline,128,0,,baseline,bfloat16,fp8,8,True,2676.886769058117,334.6108461322646,334.6108461322646,1.0,47.816740506001224,,,,,,128000,128000,True,2815989,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,6d4ac2da89abf64b28f4e6baa8df06798c4747dd,PIECEWISE,False,True,83,83,2.39,False
ultra,10000,1000,mrv1,baseline,512,0,,baseline,bfloat16,fp8,8,True,3066.473908595916,383.3092385744895,383.3092385744895,1.0,166.96701659999962,,,,,,512000,512000,True,2816829,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,3fb707333928a8841713a19ae0917e26cf59a0a0,PIECEWISE,False,True,83,83,2.39,False
ultra,10000,1000,mrv1,mtp_static_k1,1,1,,static,bfloat16,fp8,8,True,92.82013769656338,11.602517212070422,7.262536600950208,1.5975846800623883,10.773524203003035,0.8920454545454546,1.8920454545454546,528.0,528.0,471.0,1000,1000,True,2818756,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a4c614cca5e435b3c0f874d9f21e23b1662853a,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k1,2,1,,static,bfloat16,fp8,8,True,170.83763575280508,21.354704469100636,14.321653187929213,1.4910781729513687,11.707022233051248,0.861266294227188,1.861266294227188,1074.0,1074.0,925.0,2000,2000,True,2817713,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a8d329c1692c5582f3afd61ab656f9233bfd58d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k1,4,1,,static,bfloat16,fp8,8,True,327.6808012817934,40.96010016022417,28.063682196529516,1.4595411918286862,12.207001400000081,0.9038095238095238,1.9038095238095238,2100.0,2100.0,1898.0,4000,4000,True,2817714,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a8d329c1692c5582f3afd61ab656f9233bfd58d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k1,8,1,,static,bfloat16,fp8,8,True,619.8651641012095,77.48314551265119,52.54423434306073,1.4746269782287544,12.906032575003337,0.9255780346820809,1.925578034682081,4152.0,4152.0,3843.0,8000,8000,True,2817715,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a8d329c1692c5582f3afd61ab656f9233bfd58d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k1,16,1,,static,bfloat16,fp8,8,True,1057.348464840375,132.16855810504688,95.65004509728801,1.381792951280002,15.13219201809261,0.9489460216888023,1.9489460216888022,8207.0,8207.0,7788.0,16000,16000,True,2817712,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a8d329c1692c5582f3afd61ab656f9233bfd58d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k1,32,1,,static,bfloat16,fp8,8,True,1556.3691716882108,194.54614646102635,163.71393019596275,1.1883298276949186,20.56067453796277,0.9010283540391131,1.901028354039113,16823.0,16823.0,15158.0,32000,32000,True,2818757,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a4c614cca5e435b3c0f874d9f21e23b1662853a,PIECEWISE,False,True,83,83,2.45,False
