domain,dataset,model,source,batch_size,method,measurement,tok_s_per_gpu,baseline_tok_s_per_gpu,speedup_vs_baseline,acceptance_pct,mean_acceptance_length,job_id,state,final_rows,note
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,8,Eagle-3 K11,final_breakdown_no_baseline,29.319970370595982,,,15.687699734113192,2.725646970752451,,,1,verified_osl32k_qwen235b_eagle3_k11
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,16,Suffix K8,final_breakdown_no_baseline,105.89103752195345,,,79.69053489941544,5.3840940411790115,,,1,verified_osl32k_qwen235b_suffix_k8
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,16,Suffix K16,final_breakdown_no_baseline,124.25422844874421,,,79.92425881843756,6.519390271239632,,,1,verified_osl32k_qwen235b_suffix_k16
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,16,Suffix K32,final_spec_vs_live_baseline,124.49863867784283,33.225,3.7471373567447053,79.92425881843756,6.519390271239632,,,,provisional: final spec breakdown / live baseline telemetry
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,16,PARD K5,live_only,38.95,33.225,1.1723100075244546,17.6,1.88,2109540,RUNNING,0,live telemetry only: no final breakdown.json yet
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,16,PARD K9,final_breakdown_no_baseline,33.72038099549647,,,13.75651889322889,2.2380867003905998,,,1,verified_osl32k_qwen235b_pard_k9
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,16,PARD K11,final_breakdown_no_baseline,32.49519756026144,,,10.986638787725607,2.2085302666498166,,,1,verified_osl32k_qwen235b_pard_k11
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,16,PARD-2 K1,live_only,37.425,33.225,1.1264108352144468,39.5,1.4,2109541,RUNNING,0,live telemetry only: no final breakdown.json yet
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,16,PARD-2 K9,final_breakdown_no_baseline,27.502767389840443,,,1.780448191876384,1.1602403372688745,,,1,verified_osl32k_qwen235b_pard2_k9
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,16,PARD-2 K11,final_breakdown_no_baseline,26.543370675175264,,,1.8002664045277137,1.1980293044980486,,,1,verified_osl32k_qwen235b_pard2_k11
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,16,Eagle-3 K3,final_spec_vs_live_baseline,60.35924688588145,33.225,1.8166816218474475,51.453845656252014,2.5436153696875605,,,,provisional: final spec breakdown / live baseline telemetry
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,16,Eagle-3 K9,final_breakdown_no_baseline,59.01312633333158,,,18.096912549629785,2.6287221294666807,,,1,verified_osl32k_qwen235b_eagle3_k9
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,16,Eagle-3 K11,final_breakdown_no_baseline,55.13380700535224,,,15.43406194262652,2.6977468136889176,,,1,verified_osl32k_qwen235b_eagle3_k11
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,32,Suffix K8,final_breakdown_no_baseline,170.0761859626625,,,82.01338647017775,5.77292990296291,,,1,verified_osl32k_qwen235b_suffix_k8
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,32,Suffix K16,final_breakdown_no_baseline,163.7995706081224,,,81.29572677168426,6.930674465072581,,,1,verified_osl32k_qwen235b_suffix_k16
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,32,Suffix K32,final_spec_vs_live_baseline,223.2523510073745,64.375,3.4679976855514485,82.9313421121639,7.3144027980424875,,,,provisional: final spec breakdown / live baseline telemetry
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,32,PARD K5,live_only,91.425,64.375,1.4201941747572815,22.6,2.13,2109545,RUNNING,0,live telemetry only: no final breakdown.json yet
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,32,PARD K9,final_breakdown_no_baseline,64.58917599633706,,,18.17777565494331,2.635999808944898,,,1,verified_osl32k_qwen235b_pard_k9
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,32,PARD K11,final_breakdown_no_baseline,66.36612568491628,,,12.625283496139318,2.3887811845753246,,,1,verified_osl32k_qwen235b_pard_k11
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,32,PARD-2 K1,live_only,91.2,64.375,1.4166990291262136,75.5,1.76,2109546,RUNNING,0,live telemetry only: no final breakdown.json yet
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,32,PARD-2 K9,final_breakdown_no_baseline,48.05448356928531,,,3.1797647542420258,1.2861788278817823,,,1,verified_osl32k_qwen235b_pard2_k9
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,32,PARD-2 K11,final_breakdown_no_baseline,46.84639147478202,,,2.0447403439424563,1.2249214378336701,,,1,verified_osl32k_qwen235b_pard2_k11
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,32,Eagle-3 K3,final_spec_vs_live_baseline,122.58412498282196,64.375,1.9042194172088849,54.291535259029736,2.6287460577708917,,,,provisional: final spec breakdown / live baseline telemetry
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,32,Eagle-3 K9,final_breakdown_no_baseline,116.15560376400177,,,19.229839968588045,2.730685597172924,,,1,verified_osl32k_qwen235b_eagle3_k9
SWE OSL32K,verified,Qwen/Qwen3-235B-A22B,Lyris,32,Eagle-3 K11,final_breakdown_no_baseline,114.6611767500972,,,15.949879163601977,2.754486707996217,,,1,verified_osl32k_qwen235b_eagle3_k11
