source,job_id,model,method,shape,batch_size,output_tok_s_per_gpu,speedup_vs_final_baseline,acceptance_pct,mean_acceptance_length,latest_generation_tok_s,matching_live_baseline_tok_s,provisional_live_speedup,live_acceptance_pct,live_mean_acceptance_length,label
final_breakdown,,Qwen/Qwen3-235B-A22B,suffix K32,n16 ISL4096/OSL1024 BS2,2,6.470034853747274,1.5873755915493337,27.472340425531915,1.6762333717398135,,,,,,qwen235b_n16_isl4096_osl1024_suffix_k32
final_breakdown,,Qwen/Qwen3-235B-A22B,suffix K4,n16 ISL4096/OSL1024 BS2,2,6.5258202956511395,1.6010621405160215,28.478471549217776,1.62975813858557,,,,,,qwen235b_n16_isl4096_osl1024_suffix_k4
final_breakdown,,Qwen/Qwen3-235B-A22B,suffix K8,n16 ISL4096/OSL1024 BS2,2,6.577703325181619,1.6137912612323677,27.068415149685098,1.6472408457968024,,,,,,qwen235b_n16_isl4096_osl1024_suffix_k8
final_breakdown,,Qwen/Qwen3-235B-A22B,PARD-2 draft K3,n16 ISL4096/OSL1024 BS2,2,7.123260786740347,1.7476397825837438,39.14409630023013,2.1743228890069037,,,,,,qwen235b_n16_isl4096_osl1024_pard2_k3
final_breakdown,,Qwen/Qwen3-235B-A22B,PARD-2 draft K5,n16 ISL4096/OSL1024 BS2,2,7.3574400849696024,1.8050939556226997,25.762948485271536,2.2881474242635766,,,,,,qwen235b_n16_isl4096_osl1024_pard2_k5
final_breakdown,,Qwen/Qwen3-235B-A22B,PARD-2 native K3,n16 ISL4096/OSL1024 BS2,2,6.923049603394577,1.6985194373642405,38.949922788440325,2.16849768365321,,,,,,qwen235b_n16_isl4096_osl1024_pard2_native_k3
final_breakdown,,Qwen/Qwen3-235B-A22B,PARD K3,n16 ISL4096/OSL1024 BS2,2,7.44356405967891,1.826223841070162,41.61976664378861,2.248592999313658,,,,,,qwen235b_n16_isl4096_osl1024_pard_k3
final_breakdown,,Qwen/Qwen3-235B-A22B,PARD K5,n16 ISL4096/OSL1024 BS2,2,7.614007456277922,1.8680408781677804,27.276663299177372,2.3638331649588684,,,,,,qwen235b_n16_isl4096_osl1024_pard_k5
final_breakdown,,Qwen/Qwen3-235B-A22B,Eagle-3 K1,n16 ISL4096/OSL1024 BS2,2,6.679344380078894,1.6387281484810996,64.61244596360712,1.6461244596360711,,,,,,qwen235b_n16_isl4096_osl1024_eagle3_k1
final_breakdown,,Qwen/Qwen3-235B-A22B,Eagle-3 K3,n16 ISL4096/OSL1024 BS2,2,8.036087449238243,1.971595108346074,39.45088631214181,2.1835265893642544,,,,,,qwen235b_n16_isl4096_osl1024_eagle3_k3
final_breakdown,,Qwen/Qwen3-235B-A22B,baseline,n2 ISL4096/OSL32768 BS1,1,2.0859554165445005,1.0,,,,,,,,qwen235b_n2_isl4096_osl32768_baseline
final_breakdown,,Qwen/Qwen3-235B-A22B,suffix K1,n2 ISL4096/OSL32768 BS1,1,3.7782477175513756,1.8112792284938908,82.10073229358824,1.8210073229358823,,,,,,qwen235b_n2_isl4096_osl32768_suffix_k1
final_breakdown,,Qwen/Qwen3-235B-A22B,suffix K2,n2 ISL4096/OSL32768 BS1,1,5.132711089345843,2.460604406324494,77.91923971449194,2.478355143031041,,,,,,qwen235b_n2_isl4096_osl32768_suffix_k2
final_breakdown,,Qwen/Qwen3-235B-A22B,suffix K32,n2 ISL4096/OSL32768 BS1,1,12.604360998908717,6.042488204176737,82.62983091787439,6.279637310697405,,,,,,qwen235b_n2_isl4096_osl32768_suffix_k32
final_breakdown,,Qwen/Qwen3-235B-A22B,suffix K4,n2 ISL4096/OSL32768 BS1,1,7.008107162693481,3.3596629664802684,75.42565545215159,3.4220588235294116,,,,,,qwen235b_n2_isl4096_osl32768_suffix_k4
final_breakdown,,Qwen/Qwen3-235B-A22B,suffix K8,n2 ISL4096/OSL32768 BS1,1,11.651469207946821,5.585675089474404,86.35486904818835,5.8857323232323235,,,,,,qwen235b_n2_isl4096_osl32768_suffix_k8
final_breakdown,,Qwen/Qwen3-235B-A22B,PARD-2 draft K3,n2 ISL4096/OSL32768 BS1,1,1.8662718981100306,0.8946844612823088,4.641460234680574,1.1392438070404172,,,,,,qwen235b_n2_isl4096_osl32768_pard2_k3
final_breakdown,,Qwen/Qwen3-235B-A22B,PARD-2 draft K5,n2 ISL4096/OSL32768 BS1,1,1.8905546284402055,0.9063255204044643,2.8563955009155113,1.1428197750457756,,,,,,qwen235b_n2_isl4096_osl32768_pard2_k5
final_breakdown,,Qwen/Qwen3-235B-A22B,PARD-2 native K1,n2 ISL4096/OSL32768 BS1,1,1.876236078645655,0.8994612558660255,11.531850439932606,1.1153185043993261,,,,,,qwen235b_n2_isl4096_osl32768_pard2_native_k1
final_breakdown,,Qwen/Qwen3-235B-A22B,PARD-2 native K2,n2 ISL4096/OSL32768 BS1,1,1.8957229137016633,0.9088031789490651,6.650991511211771,1.1330198302242354,,,,,,qwen235b_n2_isl4096_osl32768_pard2_native_k2
final_breakdown,,Qwen/Qwen3-235B-A22B,PARD-2 native K3,n2 ISL4096/OSL32768 BS1,1,1.9126647339586869,0.9169250305105374,4.641460234680574,1.1392438070404172,,,,,,qwen235b_n2_isl4096_osl32768_pard2_native_k3
final_breakdown,,Qwen/Qwen3-235B-A22B,PARD K3,n2 ISL4096/OSL32768 BS1,1,3.101047264213979,1.4866316123625662,29.297476036201342,1.8789242810860403,,,,,,qwen235b_n2_isl4096_osl32768_pard_k3
final_breakdown,,Qwen/Qwen3-235B-A22B,PARD K5,n2 ISL4096/OSL32768 BS1,1,3.1884969298094257,1.5285546874685105,18.386293747254356,1.9193146873627178,,,,,,qwen235b_n2_isl4096_osl32768_pard_k5
final_breakdown,,Qwen/Qwen3-235B-A22B,Eagle-3 K1,n2 ISL4096/OSL32768 BS1,1,3.753865585927842,1.7995905167265398,86.92775036367266,1.8692775036367266,,,,,,qwen235b_n2_isl4096_osl32768_eagle3_k1
final_breakdown,,Qwen/Qwen3-235B-A22B,Eagle-3 K3,n2 ISL4096/OSL32768 BS1,1,5.188925339723579,2.4875533285938194,54.27796048234005,2.6283388144702013,,,,,,qwen235b_n2_isl4096_osl32768_eagle3_k3
final_breakdown,,Qwen/Qwen3-30B-A3B,baseline,MATH500 n4 ISL4096/OSL32768 BS1,1,20.113413812196672,1.0,,,,,,,,math500_osl32k_qwen30_baseline
final_breakdown,,Qwen/Qwen3-30B-A3B,suffix K32,MATH500 n4 ISL4096/OSL32768 BS1,1,146.74090361737424,7.295673672680632,88.43495145631069,7.845427764083449,,,,,,math500_osl32k_qwen30_suffix_k32
final_breakdown,,Qwen/Qwen3-30B-A3B,PARD K3,MATH500 n4 ISL4096/OSL32768 BS1,1,37.19917646013568,1.8494710449192016,70.67225290420872,3.1201675871262617,,,,,,math500_osl32k_qwen30_pard_k3
final_breakdown,,Qwen/Qwen3-30B-A3B,PARD K5,MATH500 n4 ISL4096/OSL32768 BS1,1,42.333389286590425,2.1047341680465834,52.15435853678677,3.6077179268393382,,,,,,math500_osl32k_qwen30_pard_k5
final_breakdown,,Qwen/Qwen3-30B-A3B,baseline,MATH500 n4 ISL4096/OSL32768 BS2,2,40.122374908964915,1.0,,,,,,,,math500_osl32k_qwen30_baseline
final_breakdown,,Qwen/Qwen3-30B-A3B,suffix K32,MATH500 n4 ISL4096/OSL32768 BS2,2,303.80628653369337,7.571991618716745,92.51909357622093,9.806978137166816,,,,,,math500_osl32k_qwen30_suffix_k32
final_breakdown,,Qwen/Qwen3-30B-A3B,PARD K3,MATH500 n4 ISL4096/OSL32768 BS2,2,68.86752922951163,1.7164370101662132,71.94779116465864,3.158433734939759,,,,,,math500_osl32k_qwen30_pard_k3
final_breakdown,,Qwen/Qwen3-30B-A3B,PARD K5,MATH500 n4 ISL4096/OSL32768 BS2,2,61.56877960925148,1.5345248068925899,43.45007866392351,3.1725039331961757,,,,,,math500_osl32k_qwen30_pard_k5
final_breakdown,,Qwen/Qwen3-30B-A3B,baseline,n1 ISL4096/OSL131072 BS1,1,19.97341053954382,1.0,,,,,,,,verified_osl128k_qwen30_baseline
final_breakdown,,Qwen/Qwen3-30B-A3B,suffix K32,n1 ISL4096/OSL131072 BS1,1,86.29735253341998,4.320611763452541,98.15961950214928,12.029752066115703,,,,,,verified_osl128k_qwen30_suffix_k32
final_breakdown,,Qwen/Qwen3-30B-A3B,baseline,n2 ISL4096/OSL65536 BS1,1,19.920733159699285,1.0,,,,,,,,verified_osl64k_qwen30_baseline
final_breakdown,,Qwen/Qwen3-30B-A3B,suffix K32,n2 ISL4096/OSL65536 BS1,1,72.48383039258485,3.63861258576685,71.62879346968111,6.784762891940917,,,,,,verified_osl64k_qwen30_suffix_k32
final_breakdown,,Qwen/Qwen3-30B-A3B,PARD K5,n2 ISL4096/OSL65536 BS1,1,15.201929411907297,0.7631209800381051,14.16929534138012,1.7084647670690059,,,,,,verified_osl64k_qwen30_pard_k5
final_breakdown,,Qwen/Qwen3-30B-A3B,baseline,n4 ISL4096/OSL16384 BS1,1,19.867808106761462,1.0,,,,,,,,verified_osl16k_qwen30_baseline
final_breakdown,,Qwen/Qwen3-30B-A3B,suffix K32,n4 ISL4096/OSL16384 BS1,1,153.0995161898768,7.70590874278545,88.17713474827245,8.134281792087858,,,,,,verified_osl16k_qwen30_suffix_k32
final_breakdown,,Qwen/Qwen3-30B-A3B,PARD K5,n4 ISL4096/OSL16384 BS1,1,53.780432499145434,2.706913224153939,57.67689937181463,3.8838449685907315,,,,,,verified_osl16k_qwen30_pard_k5
final_breakdown,,Qwen/Qwen3-30B-A3B,baseline,n4 ISL4096/OSL16384 BS2,2,39.9377678187577,1.0,,,,,,,,verified_osl16k_qwen30_baseline
final_breakdown,,Qwen/Qwen3-30B-A3B,suffix K32,n4 ISL4096/OSL16384 BS2,2,311.6182435379469,7.8025954017286905,85.28715566470397,8.469422130085515,,,,,,verified_osl16k_qwen30_suffix_k32
final_breakdown,,Qwen/Qwen3-30B-A3B,PARD K5,n4 ISL4096/OSL16384 BS2,2,106.13375355212636,2.657478355670098,64.08236577073578,4.2041182885367885,,,,,,verified_osl16k_qwen30_pard_k5
final_breakdown,,Qwen/Qwen3-30B-A3B,baseline,n4 ISL4096/OSL32768 BS1,1,19.806126408266508,1.0,,,,,,,,full_osl32k_qwen30_baseline
final_breakdown,,Qwen/Qwen3-30B-A3B,suffix K32,n4 ISL4096/OSL32768 BS1,1,162.2548481127921,8.19215452674641,92.45832041405299,9.099101608747127,,,,,,full_osl32k_qwen30_suffix_k32
final_breakdown,,Qwen/Qwen3-30B-A3B,suffix K5,n4 ISL4096/OSL32768 BS1,1,94.5683354624507,4.831002931180257,92.40661466677172,5.207469706632653,,,,,,qwen30_suffix_k5
final_breakdown,,Qwen/Qwen3-30B-A3B,PARD K11,n4 ISL4096/OSL32768 BS1,1,35.379712957574334,1.8073649722873997,19.360755770412162,3.1296831347453375,,,,,,qwen30_pard_k11
final_breakdown,,Qwen/Qwen3-30B-A3B,PARD K5,n4 ISL4096/OSL32768 BS1,1,34.120062722776176,1.7227024618269347,40.97885505594455,3.048942752797227,,,,,,full_osl32k_qwen30_pard_k5
final_breakdown,,Qwen/Qwen3-30B-A3B,PARD K9,n4 ISL4096/OSL32768 BS1,1,34.9756175915406,1.786721848050953,23.551408789662705,3.1196267910696434,,,,,,qwen30_pard_k9
final_breakdown,,Qwen/Qwen3-30B-A3B,baseline,n4 ISL4096/OSL32768 BS2,2,39.521366932037374,1.0,,,,,,,,full_osl32k_qwen30_baseline
final_breakdown,,Qwen/Qwen3-30B-A3B,suffix K32,n4 ISL4096/OSL32768 BS2,2,318.91404991177353,8.06940839015492,93.46395393960513,10.130831721470019,,,,,,full_osl32k_qwen30_suffix_k32
final_breakdown,,Qwen/Qwen3-30B-A3B,suffix K5,n4 ISL4096/OSL32768 BS2,2,188.47637464879887,4.803866474803847,93.07668832018136,5.414416277242463,,,,,,qwen30_suffix_k5
final_breakdown,,Qwen/Qwen3-30B-A3B,PARD K11,n4 ISL4096/OSL32768 BS2,2,59.87616150332396,1.5261174532974378,22.960805602832718,3.525688616311599,,,,,,qwen30_pard_k11
final_breakdown,,Qwen/Qwen3-30B-A3B,PARD K5,n4 ISL4096/OSL32768 BS2,2,81.05587676148339,2.0509380887779143,55.59054209919262,3.779527104959631,,,,,,full_osl32k_qwen30_pard_k5
final_breakdown,,Qwen/Qwen3-30B-A3B,PARD K9,n4 ISL4096/OSL32768 BS2,2,59.678052152782946,1.5210680625226922,27.51256799684106,3.476131119715695,,,,,,qwen30_pard_k9
final_breakdown,,Qwen/Qwen3-30B-A3B-Thinking-2507,baseline,n4 ISL4096/OSL32768 BS1,1,20.133069241539022,1.0,,,,,,,,qwen30thinking_baseline
final_breakdown,,Qwen/Qwen3-30B-A3B-Thinking-2507,Eagle-3 K1,n4 ISL4096/OSL32768 BS1,1,20.64448938668019,1.0254019960397291,23.125193751115535,1.2312519375111552,,,,,,qwen30thinking_eagle3_k1
final_breakdown,,Qwen/Qwen3-30B-A3B-Thinking-2507,Eagle-3 K11,n4 ISL4096/OSL32768 BS1,1,19.248564956190148,0.9560670916720465,2.962617587363422,1.3258879346099763,,,,,,qwen30thinking_eagle3_k11
